,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,id
152,0,Woodcock Brothers Amber,Woodcock Brothers Brewing Company,American Amber / Red Ale,7.50 %,BridgePort Kingpin Double Red Ale,BridgePort Brewing,American Strong Ale,7.50 %,1133#2543
153,1,My Hoppy Valentine,Excel Brewing Company,American Amber / Red Ale,6.50 %,Excel My Hoppy Valentine,Excel Brewing Company,Amber Ale,6.50 %,2362#1136
154,1,Strada S. Felice,Grado Plato,American Amber / Red Ale,8.00 %,Grado Plato Strada S. Felice,Birrificio Grado Plato,Spice/Herb/Vegetable,8 %,418#2441
155,0,Rich 's Red Ale,Resurgence Brewing Company,American Amber / Red Ale,5.70 %,Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,2291#55
156,1,Red Curry Ale,Hideout Brewing Company,American Amber / Red Ale,5.50 %,Hideout Red Curry Ale,The Hideout Brewing Company,Amber Ale,-,2867#1493
157,0,Batch 16,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,7.30 %,Vault Penn Harvest Ale,Vault Brewing Company,Amber Ale,5 %,1917#618
158,0,Table 42 Red,Hollister Brewing Co. .,American Amber / Red Ale,5.40 %,Bethlehem Brew Works Rockwell Red Ale,Fegley_s Brew Works,Amber Ale,5.40 %,930#880
159,1,Trail Ridge Red,Grand Lake Brewing Company,American Amber / Red Ale,7.50 %,Estes Park Trail Ridge Red,Estes Park Brewery,Bitter,4.50 %,781#2835
160,1,Blarney Rock Irish Ale,Rockyard Brewing,American Amber / Red Ale,6.00 %,Rockyard Blarney Rock Irish Ale,Rockyard Brewing Company,Irish Ale,-,2289#1085
161,0,Arbor Brewing Red Snapper Special Bitter,Arbor Brewing Company,American Amber / Red Ale,4.90 %,Coda Dogcatcher Red Ale,Coda Brewing,Amber Ale,6.70 %,293#2968
162,0,Gold Crest Amber Ale,Storz Trophy Room Grill & Brewery,American Amber / Red Ale,5.50 %,Squatters Big Cottonwood,Squatters Craft Beers,Amber Ale,5.75 %,1567#1422
163,1,Insane Mane Red Ale,White Lion Brewing Company,American Amber / Red Ale,5.10 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Amber Ale,-,1157#155
164,0,Rita Red Ale,Back Street Brewery,American Amber / Red Ale,-,Fordham Close Encounter Harvest Ale,Fordham Brewing Company &#40; Coastal Brewing Co. &#41;,Amber Ale,6.50 %,2152#2633
165,0,Antelope Amber Ale,Bonneville Brewery,American Amber / Red Ale,4.00 %,The Cambridge House Lime Rock Red,The Cambridge House,Amber Ale,6 %,3683#1267
166,0,BantamWeight Ale,BlueTarp Brewing Co. .,American Amber / Red Ale,4.50 %,_ tramÃ ¡ k Amber Ale 12Â °,Minipivovar _ tramÃ ¡ k,Amber Ale,-,717#334
167,1,Boohai Red Ale,Crazy Mountain Brewing Company,American Amber / Red Ale,6.00 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,Amber Ale,6 %,294#1586
168,0,Dean Pacific Northwest Mahogany Ale,SingleCut Beersmiths,American Amber / Red Ale,6.00 %,Empirical Atomic Amber : Honey Hypothesis,Empirical Brewery,Amber Ale,6.70 %,231#785
169,0,Yukon Red Amber Ale ( Arctic Red ),Yukon Brewing Company,American Amber / Red Ale,5.50 %,3 Daughters Orange Cream Ale,3 Daughters Brewing Company,Cream Ale,5.70 %,307#766
170,0,Red Owl,Barn Brewery,American Amber / Red Ale,6.40 %,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %,3638#1604
171,0,TKO Amber Ale,St. Brigid _ ™ s Brewery,American Amber / Red Ale,6.00 %,Texas Ale Project Fire Ant Funeral,Texas Ale Project,Amber Ale,6 %,2328#2810
172,1,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,2506#1242
173,0,Secret Trail Ale,Eldo,American Amber / Red Ale,5.60 %,Big Axe Red Ale,Big Axe Brewing Company,Amber Ale,6.80 %,3716#765
174,0,Coffee Hour,Fountain Square Brewing Co. .,American Amber / Red Ale,5.50 %,Ruby Mountain Angel Creek Amber Ale,Ruby Mountain Brewing Company,Amber Ale,-,1576#2550
175,0,Common Ale,7th Settlement Brewery,American Amber / Red Ale,5.10 %,Falling Sky Retrograde Red,Falling Sky Brewing,Amber Ale,6.30 %,1476#72
176,0,Cold Brew Red Ale,Cigar City Brewing,American Amber / Red Ale,7.20 %,Bare Bones Tiber River Red,Bare Bones Grill & Brewery,Amber Ale,5.25 %,1386#484
177,0,Red Is Dead,Microbrasserie Artisanale Sainte Crucienne,American Amber / Red Ale,7.20 %,Hoppy Stony Face Red Ale,Hoppy Brewing Company,Amber Ale,5.60 %,1800#1874
178,0,Crown Of Eyes,TRVE Brewing Co. .,American Amber / Red Ale,5.00 %,Fin City Jackspot Amber Ale,Fin City Brewing Company,Amber Ale,5.80 %,2882#2673
179,0,Winterfest,Stewart 's Brewing Co. .,American Amber / Red Ale,-,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,Amber Ale,6 %,1570#2736
180,0,Class V Amber,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.00 %,Rhinelander Bad Hare Red Ale,Minhas Craft Brewery,Amber Ale,5.50 %,1680#912
181,0,TomaHawkins,Juniper Brewing Company,American Amber / Red Ale,5.80 %,3Cross Single Speed Pale Ale - Northern Brewer,3Cross Brewing Company,American Pale Ale,5.20 %,2829#2223
182,1,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,3035#1620
183,0,Briarpatch Amber Ale,Battered Boar Brewing Company,American Amber / Red Ale,7.00 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,4.50 %,675#2525
184,0,Taildragger _ ™ s Chasing Tail,Saddle Mountain Brewing Company,American Amber / Red Ale,-,Three Notch_d Harrisonburg Peanut Butter Amber,Three Notch_d Brewing Company,Amber Ale,5.90 %,2427#2166
185,0,Red Roadster,Silver Peak Restaurant & Brewery,American Amber / Red Ale,8.00 %,RÃ ¥ danÃ $ s Hillbilly Red Ale,RÃ ¥ danÃ $ s Bryggeri,Amber Ale,5 %,905#1083
186,0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Okanagan Spring Cloudy Amber Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,Amber Ale,5 %,3246#2740
187,0,Green Eyed Amber,Booze Brothers Brewing Co. .,American Amber / Red Ale,5.90 %,Bridge Ambleside Amber Ale,Bridge Brewing Company,Amber Ale,5.30 %,1893#2251
188,1,Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.60 %,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,3079#1650
189,1,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,563#1177
190,0,Scratch Beer 190 - 2015 ( Amber Ale ),TrÃ ¶ egs Brewing Company,American Amber / Red Ale,6.00 %,Viola Rossa,Birra Amarcord,Amber Ale,6.60 %,1650#1394
191,0,Squatters Big Cottonwood,Utah Brewers Cooperative,American Amber / Red Ale,5.75 %,Marthas Old Dunstable Amber,Marthas Exchange Restaurant and Brewing,Amber Ale,5.60 %,273#576
192,0,Tarantula Trek Red Ale,Blue Heron Brewing Company,American Amber / Red Ale,-,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,2657#418
193,0,Tall Poppy,8 Wired Brewing Co. .,American Amber / Red Ale,7.00 %,Kauai Island Cane Fire Red,Kauai Island Brewing Company,Amber Ale,5.80 %,303#2933
194,1,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,5.65 %,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,480#2576
195,1,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,5.70 %,John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3802#2149
196,1,River Otter Ale,Union Station Brewery,American Amber / Red Ale,5.10 %,Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,1672#590
197,0,Sunset Red,Sarasota Brewing Company,American Amber / Red Ale,7.00 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,Amber Ale,6 %,1091#521
198,0,Leisure Amber,Hops & Leisure,American Amber / Red Ale,4.50 %,Hale_s Red Menace Big Amber,Hale_s Ales,Amber Ale,4.80 %,3717#1181
199,1,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,2242#1048
200,0,Toasted Amber,Half Full Brewery,American Amber / Red Ale,5.60 %,Blue Tractor Red Barn Ale,Blue Tractor BBQ & Brewery,Amber Ale,-,571#1977
201,0,Du Parc,Helm,American Amber / Red Ale,-,Rudders Red,Rudders Seafood Restaurant & Brew Pub,Amber Ale,-,3805#1239
202,1,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,1474#427
203,0,Mornington Peninsula Imperial Amber,Mornington Peninsula Brewery,American Amber / Red Ale,7.50 %,Rock Bottom Minneapolis Mary Jane Amber Ale,Rock Bottom Minneapolis,Amber Ale,5.70 %,1328#917
