label,ltable_title,ltable_description,ltable_manufacturer,ltable_price,rtable_title,rtable_description,rtable_manufacturer,rtable_price,id
1,microsoft student with encarta premium 2008 dvd,microsoft student with encarta premium 2008 is a productivity suite of homework tools and trusted information designed to help students quickly and easily complete assignments in a variety of subjects and excel in school. microsoft student with encarta premium 2008 gives students a full set of tools to help them succeed and get homework done right the first time. make research entertaining. find information on just about any topic. thousands of articles photos sound clips and links to related information from trusted sources(2)-plus political climatic and topographical maps of the world-make discovering new information fun! equation solver. enter a problem into the equation solver and get step-by-step help on how to solve it. and with free online access to hotmath(3) students can quickly find their textbook and select the problem they're solving. they'll instantly receive step-by-step guidance on how to solve the problem and what the correct answer should be. microsoft student with encarta premium 2008 gives students a full set of tools to help them succeed and get homework done right the first time. full-featured graphing calculator a full-featured graphing calculator that's simple to learn and use (similar to those costing more than $100!) helps visualize and solve math and science problems. equation solver stuck on a math problem? input your own problems into the equation solver and get a quick answer and step-by-step help on how to solve it. triangle solver and equation library interact with a library of more than 100 equations and explore the relationships of triangles and their parts while viewing associated rules or graphs. learning essentials get past the blank page. learning essentials helps students achieve better grades. step-by-step writing tips and preformatted report and presentation templates give students a quick start in creating great-looking reports and presentations. foreign language help a full-featured dictionary helps translate and conjugate verbs in spanish french german and italian. learning essentials also unlocks tools in microsoft office that are specially designed for foreign language study providing templates and tools for completing assignments in spanish french and german. book summaries need to know more about that literary story? includes more than 1 000 book summaries that help students understand some of the most commonly studied literary works from middle school to college level. the easy all-in-one homework assistant that helps students excel in school. designed to be easy to use and simple to learn microsoft student with encarta premium 2008 makes learning fun. whether it's a math research or foreign language assignment students can find the right tools and information to get homework started quickly get fast answers to academic questions and complete assignments that can help earn higher grades. find trusted content when you need it. complete with encarta premium 2008 the 1 best-selling encyclopedia software brand(1) it's content you can trust. with editorially approved content students can use web links to more than 25 000 web sites preselected by encarta editors for relevant and age-appropriate research material(2). through multimedia content encarta premium 2008 provides engaging visual tools to help explore and discover historical events and places. it even includes encarta kids a separate encyclopedia geared to young learners ages 7 to 12! get questions answered fast. with time pressures to complete assignments it's frustrating to get stuck without knowing where to go for answers. whether they're stumped on a math science or a foreign language problem students can quickly get the answers they need. they also get helpful ideas on how to solve problems so the next time they're more likely to figure out the answer on their own! includes a full suite of homework tools to help students get homework done right the first time. foreign language tools help complete assignments in spanish french german and italian quickly grasp the plots and themes of commonly studied books. encarta premium 2008 students can fi nd the information they're looking for-quickly and easily-with encarta premium 2008. with trusted content that's accurate and up-to-date encarta has been the 1 best-selling encyclopedia software brand for the past 8 years!(1) you'll be amazed at how much time your student will spend researching-compelled by the sights and sounds of one fascinating presentation after another. students can easily-and quickly-access trusted information provided by world experts. and since they can automatically download updates from the encarta web site they'll have up-to-date and accurate reference software when they need it.(2) encarta premium 2008 comes complete with a wide range of reference tools including a dynamic atlas dictionary thesaurus and language translation dictionaries. microsoft math microsoft math features a large collection of tools tutorials and instructions designed to help students learn mathematical concepts while quickly solving math problems. in an instant they'll see how to solve problems-step by step! works for many grade levels-from basic math pre-algebra algebra (including logarithms and exponents) to trigonometry! need advanced help? a full-featured graphing calculator that's simple to learn and use (similar to those costing more than $100!) helps visualize and solve math and science problems. triangle solver and equation library. interact with a library of more than 100 equations and explore the relationships of triangles and their parts while viewing associated rules or graphs. templates and tutorials having trouble getting started on class projects? sometimes the hardest part about completing a project is getting started. microsoft student with encarta premium 2008 includes the latest version of learning essentials. working with microsoft office word office powerpoint and office excel (in either microsoft office xp office 2003 or the 2007 microsoft office system sold separately) learning essentials helps students achieve better grades. step-by-step writing tips and preformatted report and presentation templates give students a quick start in creating great-looking reports and presentations. get past the blank page. easy-to-use tools templates and tutorials help students get past formatting questions to the core learning in assignments. learning essentials includes tips and tutorials for managing projects and creating high-quality reports presentations science projects and other assignments. foreign language a full-featured dictionary helps translate and conjugate verbs in spanish french german and italian. learning essentials also unlocks tools in microsoft office that are specially designed for foreign language study providing templates and tools for completing assignments in spanish french and german. literature need to know more about that literary story? microsoft student with encarta premium 2008 includes more than 1 000 book summaries that help students understand some of the most commonly studied literary works from middle school to college level. note: 1. the npd group/npd techworld january 2000 to february 2007. based on total u.s. retail sales. 2. an active internet connection is required for math online help update encarta web links weather and radio links and encarta premium online. update encarta and math online help are available through october 2008. access to encarta online premium requires a microsoft .net passport (windows live id) and an internet connection. you must be 13 years or older to create a windows live id. 3. hotmath contains primarily us-based textbook problems.,microsoft,49.95,microsoft student with encarta premium 2008 - complete package,microsoft student with encarta premium 2008 - complete package - 1 pc - dvd ( mini-box ) - win - english - north america,,43.6,b000q6zk3a#http://www.google.com/base/feeds/snippets/18371419521576660155
1,chicken hunter: license to grill - the great poultry race,in chicken hunter: license to grill you're on a mission -- to win the peppy poultry race called the barnyard 500. with 8 different courses and 3 power classes this is no ordinary race. barnyard hijinks run amuck as all sorts of zany antics go full swing to try to win the prize.,encore,9.99,encore software 10149 - chicken hunter license to grill (win 98 me 2000 xp),encore software 10149 : chickens and farm friends? start you engines! pick your favorite character race against time or against any of 7 crazy critters to get the checkered flag. system requirements: windows 98se/me/2000 sp4/xp sp1* pentium iii ...,,7.69,b000b6oboo#http://www.google.com/base/feeds/snippets/12418972562708861095
1,clickart 1.2 million dvd 2006 by broderbund,clickart 1.2 million 2006,encore software,49.99,encore software 10466 - clickart 1.2 million dvd 2006 by broderbund,encore software 10466 : encore software clickart 1.2 million dvd 2006 by broderbund - 10466,,41.97,b000fjs8sc#http://www.google.com/base/feeds/snippets/65578552457551022
0,clickart 1.2 million dvd 2006 by broderbund,clickart 1.2 million 2006,encore software,49.99,school zone interactive math 2 on track software,math 2 helps your child master second-grade math skills. engaging activities games and animated rewards make this electronic workbook a great way to learn! system requirements: windows�: microsoft� windows� 95 98 or higher 3,,9.45,b000fjs8sc#http://www.google.com/base/feeds/snippets/16816523477506304009
1,math 2,based on the school zone workbook series this program teaches critical math skills with interactive activities and fun games. proven curriculum audio guidance and clear examples help your child master addition subtraction multiplication place values and other skills. the program randomizes problems with each use providing endless activities. the engaging games provide a helpful break.,school zone,9.99,school zone interactive math 2 on track software,math 2 helps your child master second-grade math skills. engaging activities games and animated rewards make this electronic workbook a great way to learn! system requirements: windows�: microsoft� windows� 95 98 or higher 3,,9.45,b00005birs#http://www.google.com/base/feeds/snippets/16816523477506304009
0,clickart 1.2 million dvd 2006 by broderbund,clickart 1.2 million 2006,encore software,49.99,encore software 11180 - monopoly here & now - win 98 me 2000 xp,encore software 11180 : this special anniversary edition celebrates 70 years of the world s most popular board game with a modern day equivalent to the traditional game. system requirements: operating system: windows(r) 98/me/xp processor: pentium(r ...,,18.97,b000fjs8sc#http://www.google.com/base/feeds/snippets/9852496278444342781
1,monopoly here & now,monopoly here and now extends the fun of the classic board game by taking you out of atlantic city and letting you buy some of the best modern real estate. the world has changed amazingly over the last 70 years and this special anniversary edition celebrates monopoly with a new spin on the old game. choose from a range of new movers including a mobile phone roller blade or even a cheeseburger! the rent has rocketed sky high in a much more recognisable london. you can build property in covent garden visit the london eye or make millions in the city.,encore,19.95,encore software 11180 - monopoly here & now - win 98 me 2000 xp,encore software 11180 : this special anniversary edition celebrates 70 years of the world s most popular board game with a modern day equivalent to the traditional game. system requirements: operating system: windows(r) 98/me/xp processor: pentium(r ...,,18.97,b000hhvb9k#http://www.google.com/base/feeds/snippets/9852496278444342781
0,poser figure artist,poser figure artist win 2000 - xp/mac os 10.2 or later,efrontier,99.99,encore software 11180 - monopoly here & now - win 98 me 2000 xp,encore software 11180 : this special anniversary edition celebrates 70 years of the world s most popular board game with a modern day equivalent to the traditional game. system requirements: operating system: windows(r) 98/me/xp processor: pentium(r ...,,18.97,b000kjzigw#http://www.google.com/base/feeds/snippets/9852496278444342781
1,power director 3,powerdirector 3 - it's everything you need to enhance your camcorder videos! turn simple home movies into high-quality productions with the suite of editing tools included here. svrt ii dv quickscan for faster scanning and rendering of digital video burn your recordings right to cd or dvd with the easy authoring program dolby digital & ac3 decoding support for better audio and even soundtracks,avanquest publishing usa inc.,79.95,cyberlink power director 3,super fast shipping - platinum reseller ratings - over 12 years in business,,9.99,b0000vyk1o#http://www.google.com/base/feeds/snippets/17409160117322953940
0,power director 3,powerdirector 3 - it's everything you need to enhance your camcorder videos! turn simple home movies into high-quality productions with the suite of editing tools included here. svrt ii dv quickscan for faster scanning and rendering of digital video burn your recordings right to cd or dvd with the easy authoring program dolby digital & ac3 decoding support for better audio and even soundtracks,avanquest publishing usa inc.,79.95,902453-007-b rumba unix-hp edition - upgrade license - 1 user - volume - level b ( 5-49 ) - c,netmanage 902453-007-b : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...,,147.73,b0000vyk1o#http://www.google.com/base/feeds/snippets/13558726664717453661
0,valuesoft tune transfer for ipod - software for windows xp,you love your ipod. we all do. but have you discovered that you can't move songs from your ipod to another authorized computer? that's because itunes only allows you to transfer files to your ipod. now with tune transfer you can move songs from your ipod perform backups of your song library and boost your ipod performance. pc minimum requirements - windows 2000/xp; pentium 500 mhz; 128 mb ram; 100 mb free hd space; cd-rom drive; working usb 2.0 or firewire; connection to ipod macintosh minimum requirements - system os x (10.1.5) or higher; g3 400 mhz processor; 128 mb ram; 100 mb free hd space; cd-rom drive; working usb 2.0 or firewire and connection to ipod use of this software in conjunction with itunes version 4.9 or later requires a patch for pc or mac - download here,valuesoft,29.95,902453-007-b rumba unix-hp edition - upgrade license - 1 user - volume - level b ( 5-49 ) - c,netmanage 902453-007-b : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...,,147.73,b000922deu#http://www.google.com/base/feeds/snippets/13558726664717453661
1,netmanage upg rumba unix-hp edition level ( 902453-007-c ),upg rumba unix-hp edition level a 1-4 units,netmanage,0.0,902453-007-b rumba unix-hp edition - upgrade license - 1 user - volume - level b ( 5-49 ) - c,netmanage 902453-007-b : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...,,147.73,b0007q7mg2#http://www.google.com/base/feeds/snippets/13558726664717453661
0,power director 3,powerdirector 3 - it's everything you need to enhance your camcorder videos! turn simple home movies into high-quality productions with the suite of editing tools included here. svrt ii dv quickscan for faster scanning and rendering of digital video burn your recordings right to cd or dvd with the easy authoring program dolby digital & ac3 decoding support for better audio and even soundtracks,avanquest publishing usa inc.,79.95,punch software 38100 punch! super home suite (small box),our bestselling premium home design software with professional yet easy-to-use features! punch! super home suite - 7 powerful programs in one that launch from the same interface! punch super suite includes: 3d home design 3d landscaping estimating ...,punch software,45.99,b0000vyk1o#http://www.google.com/base/feeds/snippets/17983103067016649420
0,omnioutliner professional 3.0,,csdc,69.95,punch software 38100 punch! super home suite (small box),our bestselling premium home design software with professional yet easy-to-use features! punch! super home suite - 7 powerful programs in one that launch from the same interface! punch super suite includes: 3d home design 3d landscaping estimating ...,punch software,45.99,b000in6u62#http://www.google.com/base/feeds/snippets/17983103067016649420
1,punch! professional home design suite,12 programs in one intuitive easy-to-use interface... powerful professional tools to help you design all of the critical components of your home including foundations hvac electrical plumbing custom windows custom roofs and much much more!,punch! software,69.99,punch software 35100 punch! professional home design suite (small box),12 powerful programs in one gives you total control over every phase of your home design project including electrical and mechanical systems! 12 integrated programs in one easy-to-use interface. professional home design suite includes 3d home design ...,punch software,62.99,b000067fk7#http://www.google.com/base/feeds/snippets/1832664201831888645
1,punch! professional home design suite,12 programs in one intuitive easy-to-use interface... powerful professional tools to help you design all of the critical components of your home including foundations hvac electrical plumbing custom windows custom roofs and much much more!,punch! software,69.99,punch software 35100 - punch! home design suite professional - complete product - architectural - standard - 1 user(s) - complete product - pc,punch software 35100 : punch! professional home design suite the total home design software solution that lets you plan every detail of your home. 12 programs in one intuitive easy-to-use interface... powerful professional tools to help you design ...,,59.97,b000067fk7#http://www.google.com/base/feeds/snippets/3785999369106891548
0,adobe after effects professional 6.5 upgrade from standard to professional,upgrade only; installation of after effects standard new disk caching tools speed up your interactive work save any combination of animation parameters as presets -- create transformations masks expressions effects and text tighter integration with other adobe tools - import photoshop cs and illustrator cs files with preserved layers and other attributes output to firewire for easier previewing on ntsc and pal video monitors,adobe,499.99,intuit quickbooks pro 2007 software for windows tax & finance software,quickbooks pro 2007 software for windows the quickbooks pro 2007 software for windows from intuit is a bookkeeping application designed for small to medium-sized businesses. it allows you to print checks and pay bills. you can also use the software ...,,179.95,b00021xhzw#http://www.google.com/base/feeds/snippets/4699273716641936158
0,doom 3 (dvd) (mac),the ruins of an ancient martian civilization have unlocked the secrets to teleportation and the uac will stop at nothing to harness this world-altering technology. as part of a marine detachment sent to protect the facility your duty seemed simple enough?until the invasion. now in an epic clash against pure evil you must fight to understand who is with you who is against you and what must be done to stop this nightmare from reaching earth. built on id's revolutionary new 3d graphics engine doom 3 draws you into the most frightening and gripping 3d gaming experience ever created.,aspyr media,39.99,intuit quickbooks pro 2007 software for windows tax & finance software,quickbooks pro 2007 software for windows the quickbooks pro 2007 software for windows from intuit is a bookkeeping application designed for small to medium-sized businesses. it allows you to print checks and pay bills. you can also use the software ...,,179.95,b0006a5iwe#http://www.google.com/base/feeds/snippets/4699273716641936158
1,quickbooks pro 2007 small business financial software,quickbooks pro 2007 provides standard accounting and business tools for organizing your business finances with ease. quickly create invoices and reports and save time completing routine tasks including payroll. with quickbooks pro you get all the accounting tools you need in one package and you can share data with microsoft office and other applications. manage customers vendors and employees easily and organize everything in one place. start fast and get help when you need it with built-in tutorials onscreen help and free quickbooks callback support for 30 days following registration. as always your satisfaction is guaranteed or your money back! get all the accounting tools you need in one package manage transactions: pay bills print checks track expenses manage payroll sell online create customized estimates invoices purchase orders and reports. (add-on services require subscription ein and internet access for certain features including tax-table updates and direct deposit.) monitor time and job costs: track expenses automatically as you pay bills. create estimates and invoices in seconds. quickbooks pro comes with pre-designed reports to help you make better business decisions. get the totals you need for tax forms instantly see profit and loss view inventory on hand and more. create customized professional forms: choose from more than 100 ready-to-use professionally designed forms including invoices estimates and statements. advanced tools help you customize forms with your company logo and additional information such as terms or the types of credit cards you accept. you can even add text comments like notes terms conditions transaction details and total customer balances. easily share data with microsoft office applications. view larger. get all the tools you need in one software package. view larger. create fedex and ups shipments directly from quickbooks. view larger. get set up and running quickly. view larger. find out which version of quickbooks is right for you (pdf). you can also view an overview of key features (requires flash). manage customers vendors and employees easily. view larger. share data with microsoft office and other applications save time and effort: quickbooks breaks the language barriers between your favorite applications so you can share data seamlessly instead of tediously copying or retyping it. with quickbooks pro you can share data with excel word and outlook which saves time and helps reduce errors. if you currently run your business on peachtree software you can easily convert your data to quickbooks. avoid redundant data entry with easy synchronization with outlook: simply download the quickbooks contact sync tool and a synchronize icon will be added to your outlook toolbar. just click once on this icon whenever you want to sync customer vendor or job information between quickbooks and outlook. transfer data to and from microsoft excel: quickly pull information such as large groups of customers vendors and inventory items into quickbooks. or use your company data from your quickbooks reports and export it to new or existing excel spreadsheets with all excel formulas and formatting intact. merge quickbooks data with microsoft word: quickbooks comes with a variety of customer and vendor letters that you can create using microsoft word that merge information from quickbooks such as customer name address and current balance. manage customers vendors and employees easily find important information:view contact information balances and transactions--all in one simple screen in the customer center vendor center and employee center. boost efficiency with direct access to key tasks and information from the simplified home page. spend less time hunting for specific transactions: view customer vendor employee and payroll information exactly the way you need it: with contact information transaction histories and balances all visible in a single screen. quickly find any transaction to answer questions. the new time tracker is the simplest way to track and record employee time in quickbooks. your employees can track their hours from anywhere using a timesheet on the web. you can download an entire set of timesheets from quickbooks in one easy step. organize everything in one place find exactly what you need: quickbooks tracks all your financial information in one place including sales expenses business loans and more and gives you answers instantly. create fedex and ups shipments directly from quickbooks. track business loans and fixed assets: track business loans and fixed assets such as computers and other equipment right along with your other financial data. track vehicle expenses and job-related mileage. quickbooks automatically reminds you to include related expenses when you bill for the job. start fast and get help when you need it get set up and running quickly in quickbooks pro: answer a few basic questions and get a customized setup you can change at any time. import customers and vendors from excel or enter them on-the-fly as you pay bills and record your sales. if you're already using quickbooks your company file and preferences will transfer automatically. enjoy world-class support: quickbooks pro has built-in tutorials onscreen help and free quickbooks callback support for 30 days following registration. satisfaction guaranteed or your money back with more than three million users quickbooks is the most widely used small-business accounting software. it's recommended by accountants over any other product. a 13-year history of continuous improvement assures you of the simplest most flexible software for your business. quickbooks is the financial-management solution recommended by more accountants than any other and intuit guarantees your satisfaction or your money back.,intuit,199.95,intuit quickbooks pro 2007 software for windows tax & finance software,quickbooks pro 2007 software for windows the quickbooks pro 2007 software for windows from intuit is a bookkeeping application designed for small to medium-sized businesses. it allows you to print checks and pay bills. you can also use the software ...,,179.95,b000hbvvg4#http://www.google.com/base/feeds/snippets/4699273716641936158
0,adobe production studio premium,adobe production studio premium the most complete post-production solution available anywhere will bring new power and efficiency to your film video dvd and web work flows. part of the adobe creative suite family this complete audio and video post-production solution combines adobe after effects 7.0 professional premiere pro 2.0 photoshop cs2 audition 2.0 encore dvd 2.0 and illustrator cs2 software with the timesaving workflow features adobe dynamic link and adobe bridge. take a tour of adobe production studio premium. thanks to adobe dynamic link you can incorporate after effects motion graphics title sequences and visual effects into your adobe premiere pro timeline without rendering. encore dvd 2.0 includes hundreds of professionally designed menu templates with placeholders for text and graphics for fast easy creation of great-looking dvds. conveniently preview after effects animation presets and templates in adobe bridge. edit multiple-camera shoots quickly and easily with premiere pro 2.0. view multiple video tracks from a multicam shoot and edit by switching between tracks in real time. create compelling motion graphics and blockbuster visual effects with efficiency precision and infinite variety using the industry standard: after effects 7.0. enjoy rapid response as you record and mix with the new powerful low-latency mixing engine in audition 2.0. increased productivity from adobe integrationenjoy enhanced and unprecedented integration among adobe production studio components. for example after effects adobe premiere pro encore dvd and illustrator feature native photoshop file support; after effects and adobe premiere pro share compositions and timelines; after effects and adobe premiere pro feature common effects; and software components feature copy-and-paste and drag-and-drop compatibility as well as edit original functionality. thanks to standardized user interface elements throughout production studio -- such as workspace panels that dock and group custom workspaces and common commands tools and keyboard shortcuts -- you can get up to speed quickly and work efficiently. this unified design environment translates into improved efficiency and increased productivity. a suite of advanced post-production applications production studio premium features several industry-leading post-production applications to build advanced video and web effects. after effects 7.0 can help you create compelling motion graphics and blockbuster visual effects with efficiency precision and infinite variety while premiere pro 2.0 delivers the flexibility and power you need to bring a new dimension to your film video and web productions. whether you're working with hd hdv sd or dv the software's superior performance and a complete toolset let you work faster and more creatively to deliver the quality work you and your clients demand. enjoy greater precision and control when preparing images for use in film video and dvd productions with adobe photoshop cs2. for instance you can take advantage of new features such as 32-bit high dynamic range (hdr) color support and vanishing point which enables you to edit in perspective. adobe audition 2.0 the all-in-one toolset for professional audio production delivers the flexibility and control you need to produce great soundtracks for any project. another example of the many benefits of adobe integration can be found with encore dvd 2.0 which lets you create full-featured menu-driven dvds for feature films business communications training events and more. and with adobe illustrator cs2 you can create editable and scalable vector artwork for your film video and web productions in adobe illustrator cs2 software now with advanced painting drawing and type tools. adobe dynamic link eliminates delays for rendering -- an exclusive adobe production studio feature. you can use after effects compositions in adobe premiere pro and encore dvd projects with no intermediate rendering. edit a composition in after effects and view your updates instantly in the other production studio components. organize and browse content files and then drag and drop them from adobe bridge into your film video audio and dvd productions. search sort and edit xmp metadata info and preview scalable thumbnails of video and images as well as audio files. high definition support and flash integration production studio premium lets you work with hd at all popular resolutions and frame rates to achieve the highest standards in the industry. production studio supports hd hdv sd and dv formats. you can also choose the right macromedia flash format to encode your video and audio files for optimal web viewing. simply export directly from after effects as swf for vector-based animations or from adobe premiere pro and after effects to flv for live-action video.,adobe,1699.0,intuit quickbooks pro 2007 software for windows tax & finance software,quickbooks pro 2007 software for windows the quickbooks pro 2007 software for windows from intuit is a bookkeeping application designed for small to medium-sized businesses. it allows you to print checks and pay bills. you can also use the software ...,,179.95,b000e8jlbw#http://www.google.com/base/feeds/snippets/4699273716641936158
0,adobe after effects professional 6.5 upgrade from standard to professional,upgrade only; installation of after effects standard new disk caching tools speed up your interactive work save any combination of animation parameters as presets -- create transformations masks expressions effects and text tighter integration with other adobe tools - import photoshop cs and illustrator cs files with preserved layers and other attributes output to firewire for easier previewing on ntsc and pal video monitors,adobe,499.99,encore software 10546 - encore tlc star flyers 2nd grade learning system 2007 - complete product - educational - 1 user - complete product - standard - pc mac,encore software 10546 : encounter out-of-this world challenges on a problem-solving adventure with brain boosting puzzles memory exercises and creative activities requiring quick decision making and logical thinking. then join ryan the lion the ...,,17.97,b00021xhzw#http://www.google.com/base/feeds/snippets/860917949082339801
1,adobe after effects professional 6.5 upgrade from standard to professional,upgrade only; installation of after effects standard new disk caching tools speed up your interactive work save any combination of animation parameters as presets -- create transformations masks expressions effects and text tighter integration with other adobe tools - import photoshop cs and illustrator cs files with preserved layers and other attributes output to firewire for easier previewing on ntsc and pal video monitors,adobe,499.99,adobe software 22070152 after effects 6.5 pbupgrd,adobe after effects pb 6.5 win upgrade.standard to pro v6.5 upgrademodel- adbcd36149wi vendor- adobe software features- after effects 6.5 pro for windows- upgrade version upgrade after effects standard to after effects pro 6.5. the essential tool ...,,507,b00021xhzw#http://www.google.com/base/feeds/snippets/18430621475529168165
1,emc retrospect 7.5 svr 1-client windows,emc retrospect 7.5 svr 1-client windows,dantz,249.0,emc insignia retrospect server client - ( v. 7.5 ) - complete package,emc insignia retrospect server client - ( v. 7.5 ) - complete package - 1 server - cd - win,,181.97,b000ehpzxq#http://www.google.com/base/feeds/snippets/18381050378194058330
0,emc retrospect 7.5 svr 1-client windows,emc retrospect 7.5 svr 1-client windows,dantz,249.0,sony online entertainment gods & heroes rome rising,gods & heroes: rome rising is a unique massively multiplayer online role-playing game set in the legendary world of ancient rome. for the people of the great roman republic myths and legends were not mere tales magic was very real and their ...,,49.5,b000ehpzxq#http://www.google.com/base/feeds/snippets/16827217446944316033
1,sibelius 4 educational edition,sibelius is the complete software for writing playing printing and publishing music notation. it will make your life easier save you time produce fantastic results and enable you to do things you might never have dreamed of like publish your music on the internet or create your own cds. the new version sibelius 4 takes another giant leap forward with astonishing new features no other program can touch: dynamic parts beautifully laid-out instrumental parts that magically update themselves whenever you change the full score. worksheet creator save time by choosing from over 1700 high-quality worksheets exercises songs instrumental pieces lyrics posters & other resources. video now you too can compose a film/tv score! for professionals and students alike. includes videos to write for from charlie chaplin to mr bean. supports avi mpeg wmv (windows) mov formats with full smpte capability. other new features: sibeliuseducation.com optical beams & ties helsinki & other music fonts 11 new plug-ins on-screen tutorials & reference new & improved instruments from fife to balalaika family write remote keys enharmonically in transposing instruments (option) wildcards to include title page number date etc. in text print 2-up printing spreads improved reorder words in word menus improved quick start dialog many bugs fixed other key sibelius features: kontakt player...,sibelius software ltd.,329.0,sibelius sibelius 4 software - educational discount music production software,sibelius 4 - software for writing playing printing and publishing music notation for mac os x and windows - educational discount sibelius 4 from sibelius is a fully featured and complete software solution for writing playing printing and publishing ...,,249.95,b000b3z2zo#http://www.google.com/base/feeds/snippets/5286999908576362211
0,microsoft office student and teacher edition 2004 macintosh,graduate to microsoft office 2004 for mac student and teacher edition and let your intellect shine. groundbreaking new features in this release can help you manage create and share ideas with ease and confidence. for qualified educational users running mac os x version 10.2.8 or later this is a must-have application suite that offers full compatibility with windows versions of microsoft office applications plus many new features that are only available to mac users. when you're ready to get down to business microsoft office 2004 for mac provides the intuitive intelligent tools you need to transform your ideas and opportunities into action. put office 2004 to work for you whether you use your mac for home school or business. the new project center. a handy toolbox. work with tools that work like you the new features in microsoft office 2004 for mac aren't constrained by boundaries--in fact many of them are designed to give you access to your ideas and information from every program in the suite. thanks to input from thousands of mac users office 2004 contains tools that are more integrated and intuitive than ever. the new project center allows you to consolidate all of your project-related details and easily access them from word excel entourage and powerpoint 2004. quickly view all of your project-related e-mail messages files notes contacts and schedules in one convenient place. plus the new project gallery lets you quickly find the documents you've worked on recently while offering the new learn tab to find instructive sample documents. meanwhile the new compatibility report tool helps you resolve platform- and version-related compatibility issues before they arise. the tool identifies potential compatibility issues and offers ways to avoid them. lastly the office toolbox lets you quickly access compatibility reports your scrapbook and the project palette from word excel or powerpoint 2004. notebook layout view. improved track changes functionality. word 2004 express your ideas with more brilliance and clarity using the innovative new tools in microsoft word 2004 for mac. the gold standard in word processing works harder than ever for you with improved reference tools dynamic reviewing capabilities and enhanced views for organizing your thoughts. the new notebook layout view allows you to type right onto ruled notebook paper. manage different sections with tabs and quickly search for key ideas using this new view. plus with the improved track changes system in word 2004 you can view changes in comment balloons next to your text quickly identify the reviewer with color-coded comments and initiate instant message conversations about comments with msn messenger for mac. access a dictionary a thesaurus and a link to the microsoft encarta online encyclopedia right from the office toolbox or quickly scan and navigate through your document with the improved document map and thumbnail view. new page layout view. major charting improvements. excel 2004 organize analyze and present your data with precision and panache. the new tools in microsoft excel 2004 for mac give you more control over your spreadsheets and the enhanced charting tools give you more dynamic ways to display your information. the new page layout view lets you review and manipulate on screen what will appear on paper. now you can easily scale your data to fit the right number of pages and insert headers and footers by simply double-clicking in the document. meanwhile punch up your numbers with vibrant new color schemes. use the formatting palette to quickly update your chart type options data colors weights fills and special effects. smart buttons let you instantly track down and fix spreadsheet formula errors control how the autofill feature applies formatting to your data and more. and editing and functioning improvements mean that you can view the correct syntax for more than 140 functions to ensure that calculations work every time. you can also now simply click and drag to change ranges with the updated range finder. lastly xml file support is integrated in excel 2004 so you can share complex data with ease. handy new presenter tools. cool animations and transitions. powerpoint 2004 incorporate rich movies animations and transitions into your presentations with microsoft powerpoint 2004 for mac. keep the show running like a pro with features such as the on-screen timer notes navigation and more. new presenter tools help you keep your presentation well timed and make adjustments on the fly as you respond to your audience with the tools in the presenter's view window. you can also experiment with new 3d transitions and vivid custom animations to make your presentations richer and more dynamic. choose from more that 100 new design templates and quickly set font spacing size and transparency with the new format font dialog box. plus the expanded clip gallery helps you get creative with updated illustrations and new clip art. efficient new three-column view. robust management of accounts and contacts. entourage 2004 if your day revolves around connections and ideas use microsoft entourage 2004 for mac to pull it all together. consolidate your e-mail contacts calendar notes and project details in one easy-to-access place. the new three column view option lets you blaze through your inbox with new features such as the preview pane message threading and improved junk e-mail protection. with new message grouping you can easily group view and search for messages based on project sender date or other criteria. calendar printing has been improved too and now you can experience more flexibility and control over calendar formatting and printing options. meanwhile managing accounts and contacts has never been easier: access messages and contacts from multiple e-mail accounts and take advantage of integration with msn messenger for mac version 4.0. and now for the first time ever entourage features exchange server support so you can easily integrate macs with an exchange email system. another great feature archiving allows you to export personal information manager (pim) data--such as e-mail messages contacts or schedules--into an entourage archive package to keep your pim database clean and secure. eligibility to license office 2004 for mac student and teacher edition you must be a qualified educational user or the parent or guardian of a qualified educational user who is a minor. qualified educational users include full- or part-time students home schooled students and full- or part-time faculty or staff of an accredited educational institution.,microsoft,149.99,sibelius sibelius 4 software - educational discount music production software,sibelius 4 - software for writing playing printing and publishing music notation for mac os x and windows - educational discount sibelius 4 from sibelius is a fully featured and complete software solution for writing playing printing and publishing ...,,249.95,b0001wn16m#http://www.google.com/base/feeds/snippets/5286999908576362211
0,high school advantage 2007,high school advantage 2007 delivers award-winning content aligned with high school classroom curriculum. get the best results with over 3 000 lessons and exercises in the core subjects. track your progress with quizzes and tests & adapts to different levels and learning styles. supplements elementary school curriculum. subjects include: contains award-winning content that supports state testing standards supplements high school curriculum adapts to different learning styles & levels tracks progress with quizzes & tests easy to use & understand works with pc running windows 98se/me/2000 sp4/xp sp1,encore software,29.95,aspyr media inc true crime: streets of la,merciless gangs have taken over the streets of los angeles. the city is in the middle of a vicious crimewave. the only hope to restore order is an out-of-control ex-cop whose unconventional methods leave him rejected by the police and feared by ...,,19.07,b000fer1d0#http://www.google.com/base/feeds/snippets/17020261670293385352
