ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Pike Unite Red Rye Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,"('Beer_Name',)"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Pike Brewing Company,American Amber / Red Ale,5.20 %,"('Brew_Factory_Name',)"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Pike Unite Red Rye Ale,Pike Brewing Company,American Amber / Red Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Pike Unite Red Rye Ale,Catawba Brewing Co. .,Amber Ale,5.20 %,"('Beer_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Pike Unite Red Rye Ale,Catawba Brewing Co. .,American Amber / Red Ale,4.60 %,"('Beer_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Pike Brewing Company,Amber Ale,5.20 %,"('Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Pike Brewing Company,American Amber / Red Ale,4.60 %,"('Brew_Factory_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,4.60 %,"('Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Pike Unite Red Rye Ale,Pike Brewing Company,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Pike Unite Red Rye Ale,Catawba Brewing Co. .,Amber Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Pike Brewing Company,Amber Ale,4.60 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,5.20 %,"('Style',)"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Kauai Island Brewing Company,Amber Ale,5.20 %,"('Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,5.80 %,"('Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Kauai Island Brewing Company,Amber Ale,5.80 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,5.20 %,"('Brew_Factory_Name',)"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Catawba Brewing Co. .,Amber Ale,5.20 %,"('Beer_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Catawba Brewing Co. .,American Amber / Red Ale,-,"('Beer_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,Amber Ale,5.20 %,"('Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,-,"('Brew_Factory_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,-,"('Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Rudders Seafood Restaurant & Brew Pub,Amber Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Catawba Brewing Co. .,Amber Ale,-,"('Beer_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,Amber Ale,-,"('Brew_Factory_Name', 'Style', 'ABV')"
