ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
Efficient Geometry-based Similarity Search of 3D Spatial Databases,Daniel A. Keim,SIGMOD Conference,1999,HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology,"Karl Aberer, Klemens B�hm",International Conference on Management of Data,1996,"('title', 'authors', 'year')"
Efficient Geometry-based Similarity Search of 3D Spatial Databases,Daniel A. Keim,SIGMOD Conference,1999,HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology,Daniel A. Keim,SIGMOD Conference,1996,"('title', 'venue', 'year')"
Efficient Geometry-based Similarity Search of 3D Spatial Databases,Daniel A. Keim,SIGMOD Conference,1999,Efficient geometry-based similarity search of 3D spatial databases,"Karl Aberer, Klemens B�hm",SIGMOD Conference,1996,"('authors', 'venue', 'year')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,Optimization of Dynamic Query Evaluation Plans,"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",ACM SIGMOD Record ,1994,"('title',)"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,Optimization of Dynamic Query Evaluation Plans,"Goetz Graefe, Richard L. Cole",ACM SIGMOD Record ,1994,"('title', 'authors')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,Optimization of Dynamic Query Evaluation Plans,"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",SIGMOD Conference,1994,"('title', 'venue')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,Optimization of Dynamic Query Evaluation Plans,"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",ACM SIGMOD Record ,1994,"('title', 'year')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,Optimization of Dynamic Query Evaluation Plans,"Goetz Graefe, Richard L. Cole",SIGMOD Conference,1994,"('title', 'authors', 'venue')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,Optimization of Dynamic Query Evaluation Plans,"Goetz Graefe, Richard L. Cole",ACM SIGMOD Record ,1994,"('title', 'authors', 'year')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,Optimization of Dynamic Query Evaluation Plans,"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",SIGMOD Conference,1994,"('title', 'venue', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Influential papers,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",VLDB,1996,"('title',)"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",VLDB,2003,"('year',)"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Influential papers,Ken Ross,VLDB,1996,"('title', 'authors')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Influential papers,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",ACM SIGMOD Record ,1996,"('title', 'venue')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Influential papers,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",VLDB,2003,"('title', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,Ken Ross,VLDB,2003,"('authors', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",ACM SIGMOD Record ,2003,"('venue', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Influential papers,Ken Ross,ACM SIGMOD Record ,1996,"('title', 'authors', 'venue')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Influential papers,Ken Ross,VLDB,2003,"('title', 'authors', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Influential papers,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,Ken Ross,ACM SIGMOD Record ,2003,"('authors', 'venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,2000,"('title',)"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Conference,2000,"('venue',)"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,1997,"('year',)"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",International Conference on Management of Data,2000,"('title', 'authors')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Conference,2000,"('title', 'venue')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,1997,"('title', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",SIGMOD Conference,2000,"('authors', 'venue')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",International Conference on Management of Data,1997,"('authors', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Conference,1997,"('venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",SIGMOD Conference,2000,"('title', 'authors', 'venue')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",International Conference on Management of Data,1997,"('title', 'authors', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Conference,1997,"('title', 'venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",SIGMOD Conference,1997,"('authors', 'venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Mining the World Wide Web: An Information Search Approach - Book Review,Aris M. Ouksel,International Conference on Management of Data,2000,"('title', 'authors')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Mining the World Wide Web: An Information Search Approach - Book Review,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Record,2000,"('title', 'venue')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Mining the World Wide Web: An Information Search Approach - Book Review,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,2002,"('title', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,Aris M. Ouksel,SIGMOD Record,2000,"('authors', 'venue')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,Aris M. Ouksel,International Conference on Management of Data,2002,"('authors', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Record,2002,"('venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Mining the World Wide Web: An Information Search Approach - Book Review,Aris M. Ouksel,SIGMOD Record,2000,"('title', 'authors', 'venue')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Mining the World Wide Web: An Information Search Approach - Book Review,Aris M. Ouksel,International Conference on Management of Data,2002,"('title', 'authors', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Mining the World Wide Web: An Information Search Approach - Book Review,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Record,2002,"('title', 'venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,Aris M. Ouksel,SIGMOD Record,2002,"('authors', 'venue', 'year')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Influential papers,"Shaoyu Zhou, M. Seetha Lakshmi",VLDB,1998,"('title',)"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,Ken Ross,VLDB,1998,"('authors',)"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"Shaoyu Zhou, M. Seetha Lakshmi",VLDB,2002,"('year',)"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Influential papers,Ken Ross,VLDB,1998,"('title', 'authors')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Influential papers,"Shaoyu Zhou, M. Seetha Lakshmi",ACM SIGMOD Record ,1998,"('title', 'venue')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Influential papers,"Shaoyu Zhou, M. Seetha Lakshmi",VLDB,2002,"('title', 'year')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,Ken Ross,ACM SIGMOD Record ,1998,"('authors', 'venue')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,Ken Ross,VLDB,2002,"('authors', 'year')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"Shaoyu Zhou, M. Seetha Lakshmi",ACM SIGMOD Record ,2002,"('venue', 'year')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Influential papers,Ken Ross,ACM SIGMOD Record ,1998,"('title', 'authors', 'venue')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Influential papers,Ken Ross,VLDB,2002,"('title', 'authors', 'year')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Influential papers,"Shaoyu Zhou, M. Seetha Lakshmi",ACM SIGMOD Record ,2002,"('title', 'venue', 'year')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,Ken Ross,ACM SIGMOD Record ,2002,"('authors', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,"('title',)"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('venue',)"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",ACM SIGMOD Record ,1999,"('title', 'authors')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('title', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,"('title', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,"('authors', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,"('title', 'authors', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",ACM SIGMOD Record ,1999,"('title', 'authors', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('title', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,"('authors', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,SQL/MED - A Status Report,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,"('title',)"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('venue',)"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,2002,"('year',)"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,SQL/MED - A Status Report,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton",ACM SIGMOD Record ,1999,"('title', 'authors')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,SQL/MED - A Status Report,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('title', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,SQL/MED - A Status Report,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,2002,"('title', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton",SIGMOD Record,1999,"('authors', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton",ACM SIGMOD Record ,2002,"('authors', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,2002,"('venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,SQL/MED - A Status Report,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton",SIGMOD Record,1999,"('title', 'authors', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,SQL/MED - A Status Report,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton",ACM SIGMOD Record ,2002,"('title', 'authors', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,SQL/MED - A Status Report,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,2002,"('title', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton",SIGMOD Record,2002,"('authors', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('venue',)"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1998,"('year',)"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,A Case for Intelligent Disks (IDISKs),"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1999,"('title', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,A Case for Intelligent Disks (IDISKs),"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1998,"('title', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",SIGMOD Record,1999,"('authors', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",ACM SIGMOD Record ,1998,"('authors', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1998,"('venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,A Case for Intelligent Disks (IDISKs),"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",SIGMOD Record,1999,"('title', 'authors', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,A Case for Intelligent Disks (IDISKs),"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",ACM SIGMOD Record ,1998,"('title', 'authors', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,A Case for Intelligent Disks (IDISKs),"Tim Kempster, Colin Stirling, Peter Thanisch",SIGMOD Record,1998,"('title', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",SIGMOD Record,1998,"('authors', 'venue', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",ACM SIGMOD Record ,1999,"('venue',)"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,2002,"('year',)"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Book review column,"Peter Thanisch, Colin Stirling, Tim Kempster",ACM SIGMOD Record ,1999,"('title', 'venue')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Book review column,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,2002,"('title', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Diluting ACID,Karl Aberer,ACM SIGMOD Record ,1999,"('authors', 'venue')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Diluting ACID,Karl Aberer,SIGMOD Record,2002,"('authors', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",ACM SIGMOD Record ,2002,"('venue', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Book review column,Karl Aberer,ACM SIGMOD Record ,1999,"('title', 'authors', 'venue')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Book review column,Karl Aberer,SIGMOD Record,2002,"('title', 'authors', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Book review column,"Peter Thanisch, Colin Stirling, Tim Kempster",ACM SIGMOD Record ,2002,"('title', 'venue', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Diluting ACID,Karl Aberer,ACM SIGMOD Record ,2002,"('authors', 'venue', 'year')"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,A Novel Index Supporting High Volume Data Warehouse Insertion,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999,"('title',)"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,A Novel Index Supporting High Volume Data Warehouse Insertion,"Chris Jermaine, Anindya Datta, Edward Omiecinski",SIGMOD Conference,1999,"('title', 'authors')"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,A Novel Index Supporting High Volume Data Warehouse Insertion,"Nikos Mamoulis, Dimitris Papadias",Very Large Data Bases,1999,"('title', 'venue')"
