ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('Beer_Name',)"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Style',)"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Amber Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Style')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,Amber Ale,4.70 %,"('Beer_Name', 'ABV')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'Style')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,4.70 %,"('Style', 'ABV')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Amber Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kuhnhenn Red Run Red Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name',)"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,5.40 %,"('Style',)"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kuhnhenn Red Run Red Ale,Capitol City Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kuhnhenn Red Run Red Ale,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kuhnhenn Brewing,Amber Ale,5.40 %,"('Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,6 %,"('Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kuhnhenn Red Run Red Ale,Capitol City Brewing,Amber Ale,6 %,"('Beer_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kuhnhenn Brewing,Amber Ale,6 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Capitol City Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name',)"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,5.40 %,"('Style',)"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Capitol City Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Crazy Mountain Brewing Company,Amber Ale,5.40 %,"('Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,6 %,"('Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Capitol City Brewing,Amber Ale,6 %,"('Beer_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Crazy Mountain Brewing Company,Amber Ale,6 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kauai Island Cane Fire Red,Capitol City Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name',)"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,5.40 %,"('Style',)"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kauai Island Cane Fire Red,Kauai Island Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kauai Island Cane Fire Red,Capitol City Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kauai Island Cane Fire Red,Capitol City Brewing,American Amber / Red Ale,5.80 %,"('Beer_Name', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kauai Island Brewing Company,Amber Ale,5.40 %,"('Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,5.80 %,"('Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kauai Island Cane Fire Red,Kauai Island Brewing Company,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kauai Island Cane Fire Red,Kauai Island Brewing Company,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Kauai Island Cane Fire Red,Capitol City Brewing,Amber Ale,5.80 %,"('Beer_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kauai Island Brewing Company,Amber Ale,5.80 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Iron Hill Shirt Tail Amber,Yalobusha Brewing Company,American Amber / Red Ale,5.65 %,"('Beer_Name',)"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.65 %,"('Style',)"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,American Amber / Red Ale,5.65 %,"('Beer_Name', 'Brew_Factory_Name')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Iron Hill Shirt Tail Amber,Yalobusha Brewing Company,Amber Ale,5.65 %,"('Beer_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Iron Hill Shirt Tail Amber,Yalobusha Brewing Company,American Amber / Red Ale,4.40 %,"('Beer_Name', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Iron Hill Maple Shade,Amber Ale,5.65 %,"('Brew_Factory_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,4.40 %,"('Style', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,5.65 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Iron Hill Shirt Tail Amber,Yalobusha Brewing Company,Amber Ale,4.40 %,"('Beer_Name', 'Style', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Iron Hill Maple Shade,Amber Ale,4.40 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Genesee Brew House American Red Ale,Yalobusha Brewing Company,American Amber / Red Ale,5.65 %,"('Beer_Name',)"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.65 %,"('Style',)"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,5.65 %,"('Beer_Name', 'Brew_Factory_Name')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Genesee Brew House American Red Ale,Yalobusha Brewing Company,Amber Ale,5.65 %,"('Beer_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Genesee Brew House American Red Ale,Yalobusha Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.65 %,"('Brew_Factory_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.65 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Genesee Brew House American Red Ale,Yalobusha Brewing Company,Amber Ale,5 %,"('Beer_Name', 'Style', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('Brew_Factory_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Spiteful Angry Adam Hoppy Red Ale,Ornery Beer Company Public House,American Amber / Red Ale,5.70 %,"('Beer_Name',)"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,Amber Ale,5.70 %,"('Style',)"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Spiteful Angry Adam Hoppy Red Ale,Ornery Beer Company Public House,Amber Ale,5.70 %,"('Beer_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Spiteful Angry Adam Hoppy Red Ale,Ornery Beer Company Public House,American Amber / Red Ale,6 %,"('Beer_Name', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Spiteful Brewing,Amber Ale,5.70 %,"('Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,Amber Ale,6 %,"('Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,Amber Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Spiteful Angry Adam Hoppy Red Ale,Ornery Beer Company Public House,Amber Ale,6 %,"('Beer_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Spiteful Brewing,Amber Ale,6 %,"('Brew_Factory_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,The Cambridge House Lime Rock Red,Ornery Beer Company Public House,American Amber / Red Ale,5.70 %,"('Beer_Name',)"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,Amber Ale,5.70 %,"('Style',)"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,The Cambridge House Lime Rock Red,The Cambridge House,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,The Cambridge House Lime Rock Red,Ornery Beer Company Public House,Amber Ale,5.70 %,"('Beer_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,The Cambridge House Lime Rock Red,Ornery Beer Company Public House,American Amber / Red Ale,6 %,"('Beer_Name', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,The Cambridge House,Amber Ale,5.70 %,"('Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,Amber Ale,6 %,"('Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,The Cambridge House Lime Rock Red,The Cambridge House,Amber Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,The Cambridge House Lime Rock Red,The Cambridge House,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,The Cambridge House Lime Rock Red,Ornery Beer Company Public House,Amber Ale,6 %,"('Beer_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,The Cambridge House,Amber Ale,6 %,"('Brew_Factory_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3 Daughters Orange Cream Ale,Ornery Beer Company Public House,American Amber / Red Ale,5.70 %,"('Beer_Name',)"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,Cream Ale,5.70 %,"('Style',)"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3 Daughters Orange Cream Ale,3 Daughters Brewing Company,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3 Daughters Orange Cream Ale,Ornery Beer Company Public House,Cream Ale,5.70 %,"('Beer_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3 Daughters Orange Cream Ale,Ornery Beer Company Public House,American Amber / Red Ale,5.70 %,"('Beer_Name', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,3 Daughters Brewing Company,Cream Ale,5.70 %,"('Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,Cream Ale,5.70 %,"('Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3 Daughters Orange Cream Ale,3 Daughters Brewing Company,Cream Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3 Daughters Orange Cream Ale,3 Daughters Brewing Company,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,3 Daughters Orange Cream Ale,Ornery Beer Company Public House,Cream Ale,5.70 %,"('Beer_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,3 Daughters Brewing Company,Cream Ale,5.70 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,American Amber / Red Ale,5.10 %,"('Beer_Name',)"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,Amber Ale,5.10 %,"('Style',)"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,Amber Ale,5.10 %,"('Beer_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,American Amber / Red Ale,4.50 %,"('Beer_Name', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,5.10 %,"('Brew_Factory_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,Amber Ale,4.50 %,"('Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,4.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,Amber Ale,4.50 %,"('Beer_Name', 'Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,4.50 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,Amber Ale,5.10 %,"('Style',)"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,Amber Ale,5.10 %,"('Beer_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Ipswich Ale Brewery,Amber Ale,5.10 %,"('Brew_Factory_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,Amber Ale,-,"('Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Amber Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,Amber Ale,-,"('Beer_Name', 'Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Ipswich Ale Brewery,Amber Ale,-,"('Brew_Factory_Name', 'Style', 'ABV')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8 %,"('Style',)"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Imperial IPA,8 %,"('Beer_Name', 'Brew_Factory_Name')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,8 %,"('Beer_Name', 'Style')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Crooked Eye Brewery,American Amber / Red Ale,8 %,"('Brew_Factory_Name', 'Style')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,4.70 %,"('Style', 'ABV')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,8 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Imperial IPA,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name',)"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name')"
