ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,The impact of database research on industrial products (panel),"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",ACM SIGMOD Record ,1994,"('title', 'authors', 'venue')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,The impact of database research on industrial products (panel),"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",SIGMOD Conference,1994,"('title', 'authors', 'year')"
The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994,The impact of database research on industrial products (panel),"Goetz Graefe, Richard L. Cole",ACM SIGMOD Record ,1994,"('title', 'venue', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,Ken Ross,ACM SIGMOD Record ,1996,"('title', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",ACM SIGMOD Record ,1996,"('title', 'authors', 'year')"
Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,Ken Ross,VLDB,1996,"('title', 'venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",International Conference on Management of Data,2000,"('title', 'venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,2002,"('title', 'authors', 'venue')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Record,2000,"('title', 'authors', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,How to roll a join: asynchronous incremental view maintenance,Aris M. Ouksel,International Conference on Management of Data,2000,"('title', 'venue', 'year')"
How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,Mining the World Wide Web: An Information Search Approach - Book Review,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,2000,"('authors', 'venue', 'year')"
Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"Shaoyu Zhou, M. Seetha Lakshmi",ACM SIGMOD Record ,1998,"('title', 'authors', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",ACM SIGMOD Record ,1999,"('title', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,"('title', 'authors', 'venue')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",ACM SIGMOD Record ,1999,"('title', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton",ACM SIGMOD Record ,1999,"('title', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,A Case for Intelligent Disks (IDISKs),"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",ACM SIGMOD Record ,1999,"('venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,Diluting ACID,"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",ACM SIGMOD Record ,1999,"('title', 'venue', 'year')"
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,A Case for Intelligent Disks (IDISKs),"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,"('authors', 'venue', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Book review column,Karl Aberer,SIGMOD Record,1999,"('venue', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Diluting ACID,Karl Aberer,SIGMOD Record,1999,"('title', 'venue', 'year')"
Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,Book review column,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,"('authors', 'venue', 'year')"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",Very Large Data Bases,1999,"('title', 'authors')"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Chris Jermaine, Anindya Datta, Edward Omiecinski",SIGMOD Conference,1999,"('title', 'venue')"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999,"('title', 'authors', 'venue')"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",Very Large Data Bases,1999,"('title', 'authors', 'year')"
Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Chris Jermaine, Anindya Datta, Edward Omiecinski",SIGMOD Conference,1999,"('title', 'venue', 'year')"
Bringing object-relational technology to the mainstream,"Vishu Krishnamurthy, Sandeepan Banerjee, Anil Nori",International Conference on Management of Data,1999,Bringing Object-Relational Technology to Mainstream,"Anil Nori, Vishu Krishnamurthy, Sandeepan Banerjee",Very Large Data Bases,1999,"('title', 'authors', 'year')"
Bringing object-relational technology to the mainstream,"Vishu Krishnamurthy, Sandeepan Banerjee, Anil Nori",International Conference on Management of Data,1999,A Case-Based Approach to Information Integration,"Anil Nori, Vishu Krishnamurthy, Sandeepan Banerjee",SIGMOD Conference,1999,"('authors', 'venue', 'year')"
Sentinel: an object-oriented DBMS with event-based rules,S. Chakravarthy,International Conference on Management of Data,1997,SENTINEL: An Object-Oriented DBMS With Event-Based Rules,"Navin Kabra, David J. DeWitt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,"('title', 'year')"
Sentinel: an object-oriented DBMS with event-based rules,S. Chakravarthy,International Conference on Management of Data,1997,SENTINEL: An Object-Oriented DBMS With Event-Based Rules,Sharma Chakravarthy,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,"('title', 'authors', 'year')"
Sentinel: an object-oriented DBMS with event-based rules,S. Chakravarthy,International Conference on Management of Data,1997,SENTINEL: An Object-Oriented DBMS With Event-Based Rules,"Navin Kabra, David J. DeWitt",SIGMOD Conference,1997,"('title', 'venue', 'year')"
Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record ,2000,Comparative Analysis of Five XML Query Languages,"Angela Bonifati, Stefano Ceri",SIGMOD Record,2002,"('title', 'authors', 'venue')"
Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record ,2000,Comparative Analysis of Five XML Query Languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record ,2000,"('title', 'authors', 'year')"
Conceptual Model of Web Service Reputation,"Munindar P. Singh, E. Michael Maximilien",SIGMOD Record,2002,Conceptual model of web service reputation,"Chim-fu Yeung, Kam-yiu Lam, Sheung-lun Hung",ACM SIGMOD Record ,2002,"('title', 'venue', 'year')"
Conceptual Model of Web Service Reputation,"Munindar P. Singh, E. Michael Maximilien",SIGMOD Record,2002,Performance Evaluation of a New Distributed Deadlock Detection Algorithm,"E. Michael Maximilien, Munindar P. Singh",ACM SIGMOD Record ,2002,"('authors', 'venue', 'year')"
Database Architecture Optimized for the New Bottleneck: Memory Access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB,1999,Database Architecture Optimized for the New Bottleneck: Memory Access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",VLDB,1999,"('title', 'authors', 'year')"
Database Architecture Optimized for the New Bottleneck: Memory Access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB,1999,Database Architecture Optimized for the New Bottleneck: Memory Access,Stuart E. Madnick,Very Large Data Bases,1999,"('title', 'venue', 'year')"
Database Architecture Optimized for the New Bottleneck: Memory Access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB,1999,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",Very Large Data Bases,1999,"('authors', 'venue', 'year')"
Database Architecture Optimized for the New Bottleneck: Memory Access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB,1999,Database Architecture Optimized for the New Bottleneck: Memory Access,Alexandros Labrinidis,SIGMOD Record,1999,"('title', 'year')"
Database Architecture Optimized for the New Bottleneck: Memory Access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB,1999,Database Architecture Optimized for the New Bottleneck: Memory Access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",SIGMOD Record,1999,"('title', 'authors', 'year')"
Database Architecture Optimized for the New Bottleneck: Memory Access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB,1999,Database Architecture Optimized for the New Bottleneck: Memory Access,Alexandros Labrinidis,Very Large Data Bases,1999,"('title', 'venue', 'year')"
Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,"Martin Pfeifle, Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr�ger, Matthias Schubert",SIGMOD Conference,2003,Using sets of feature vectors for similarity search on voxelized CAD objects,"Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr&#246;ger, Martin Pfeifle, Matthias Schubert",VLDB,2003,"('title', 'authors', 'year')"
Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,"Martin Pfeifle, Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr�ger, Matthias Schubert",SIGMOD Conference,2003,Using sets of feature vectors for similarity search on voxelized CAD objects,"Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr&#246;ger, Martin Pfeifle, Matthias Schubert",SIGMOD Record,2003,"('title', 'authors', 'year')"
Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,"Martin Pfeifle, Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr�ger, Matthias Schubert",SIGMOD Conference,2003,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,"Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr&#246;ger, Martin Pfeifle, Matthias Schubert",International Conference on Management of Data,2003,"('authors', 'venue', 'year')"
Using sets of feature vectors for similarity search on voxelized CAD objects,"Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr&#246;ger, Martin Pfeifle, Matthias Schubert",International Conference on Management of Data,2003,Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,"David Simmen, Eugene Shekita, Timothy Malkemus",SIGMOD Conference,2003,"('title', 'venue', 'year')"
Using sets of feature vectors for similarity search on voxelized CAD objects,"Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr&#246;ger, Martin Pfeifle, Matthias Schubert",International Conference on Management of Data,2003,Fundamental techniques for order optimization,"Martin Pfeifle, Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr�ger, Matthias Schubert",SIGMOD Conference,2003,"('authors', 'venue', 'year')"
Reminiscences on influential papers,Richard Snodgrass,ACM SIGMOD Record ,1998,Reminiscences on Influential Papers,"Junghoo Cho, Hector Garcia-Molina",SIGMOD Record,1998,"('title', 'venue', 'year')"
"Data management: lasting impact on wild, wild, web",Reed M. Meseck,International Conference on Management of Data,2001,"Data Management: Lasting Impact of the Wild Wild, Wild, Web","KianSing Ng, Huan Liu, HweeBong Kwah",SIGMOD Conference,2001,"('title', 'venue', 'year')"
"Data management: lasting impact on wild, wild, web",Reed M. Meseck,International Conference on Management of Data,2001,"Data Management: Lasting Impact of the Wild Wild, Wild, Web",Jos&#233; A. Blakeley,SIGMOD Conference,2001,"('title', 'venue', 'year')"
"Declarative Data Cleaning: Language, Model, and Algorithms","Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita",Very Large Data Bases,2001,"Declarative Data Cleaning: Language, Model, and Algorithms","Seth J. White, David J. DeWitt",VLDB,2001,"('title', 'venue', 'year')"
Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,2001,Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",International Conference on Management of Data,2001,"('title', 'authors')"
Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,2001,Storage and Retrieval of XML Data Using Relational Databases,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",VLDB,2001,"('title', 'venue')"
Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,2001,Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",VLDB,2001,"('title', 'authors', 'venue')"
Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,2001,Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",International Conference on Management of Data,2001,"('title', 'authors', 'year')"
Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,2001,Storage and Retrieval of XML Data Using Relational Databases,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",VLDB,2001,"('title', 'venue', 'year')"
Balancing push and pull for data broadcast,"Swarup Acharya, Michael Franklin, Stanley Zdonik",International Conference on Management of Data,1997,Balancing Push and Pull for Data Broadcast,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",Very Large Data Bases,1997,"('title', 'authors', 'year')"
Balancing push and pull for data broadcast,"Swarup Acharya, Michael Franklin, Stanley Zdonik",International Conference on Management of Data,1997,Balancing Push and Pull for Data Broadcast,"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",SIGMOD Conference,1997,"('title', 'venue', 'year')"
Extended wavelets for multiple measures,"Antonios Deligiannakis, Nick Roussopoulos",International Conference on Management of Data,2003,Extended Wavelets for Multiple Measures,"Antonios Deligiannakis, Nick Roussopoulos",International Conference on Management of Data,2003,"('title', 'authors', 'year')"
Extended wavelets for multiple measures,"Antonios Deligiannakis, Nick Roussopoulos",International Conference on Management of Data,2003,Extended Wavelets for Multiple Measures,"Rakesh Agrawal, Edward L. Wimmers",SIGMOD Conference,2003,"('title', 'venue', 'year')"
Extended wavelets for multiple measures,"Antonios Deligiannakis, Nick Roussopoulos",International Conference on Management of Data,2003,A framework for expressing and combining preferences,"Antonios Deligiannakis, Nick Roussopoulos",SIGMOD Conference,2003,"('authors', 'venue', 'year')"
Logical design for temporal databases with multiple granularities,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",ACM Transactions on Database Systems (TODS) ,1997,Logical Design for Temporal Databases with Multiple Granularities,"Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang",ACM SIGMOD Record ,1997,"('title', 'authors', 'year')"
Logical design for temporal databases with multiple granularities,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",ACM Transactions on Database Systems (TODS) ,1997,Logical Design for Temporal Databases with Multiple Granularities,"Hartmut Liefke, Dan Suciu",ACM Trans. Database Syst.,1997,"('title', 'venue', 'year')"
Data in your face: push technology in perspective,"Michael Franklin, Stan Zdonik",International Conference on Management of Data,1998,Data In Your Face: Push Technology in Perspective,"Viswanath Poosala, Peter J. Haas, Yannis E. Ioannidis, Eugene J. Shekita",SIGMOD Conference,1998,"('title', 'venue', 'year')"
A Low-Cost Storage Server for Movie on Demand Databases,"Banu &#214;zden, Alexandros Biliris, Rajeev Rastogi, Abraham Silberschatz",Very Large Data Bases,1994,A Low-Cost Storage Server for Movie on Demand Databases,"M. P. Papazoglou, B. J. Kr&#228;mer",VLDB,1994,"('title', 'venue', 'year')"
On XML and Databases: Where's the Beef? (Panel Abstract),Michael J. Carey,SIGMOD Conference,2000,Of XML and databases (panel session): where's the beef?,"Nick Roussopoulos, Mema Roussopoulos, Yannis Kotidis",International Conference on Management of Data,2000,"('title', 'venue', 'year')"
Of XML and databases (panel session): where's the beef?,"Jennifer Widom, Adam Bosworth, Bruce Lindsay, Michael Stonebraker, Dan Suciu",International Conference on Management of Data,2000,On XML and Databases: Where's the Beef? (Panel Abstract),"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",SIGMOD Conference,2000,"('title', 'venue', 'year')"
Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",Very Large Data Bases,1996,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",VLDB,1996,"('title', 'venue', 'year')"
Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",Very Large Data Bases,1996,"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications","Devashish Worah, Souvik Das, Ivan Shevchenko, Amit P. Sheth, John A. Miller, Chenye Lin, Devanand Palaniswami, Krys Kochut, John Lynch",VLDB,1996,"('authors', 'venue', 'year')"
In-memory data management for consumer transactions the timesten approach,CORPORATE TimesTen Team,International Conference on Management of Data,1999,In-Memory Data Management for Consumer Transactions The Times-Ten Approach,Times-Ten Team,Very Large Data Bases,1999,"('title', 'authors', 'year')"
In-memory data management for consumer transactions the timesten approach,CORPORATE TimesTen Team,International Conference on Management of Data,1999,In-Memory Data Management for Consumer Transactions The Times-Ten Approach,"John Catozzi, Sorana Rabinovici",SIGMOD Conference,1999,"('title', 'venue', 'year')"
In-memory data management for consumer transactions the timesten approach,CORPORATE TimesTen Team,International Conference on Management of Data,1999,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Times-Ten Team,SIGMOD Conference,1999,"('authors', 'venue', 'year')"
Handling very large databases with informix extended parallel server,Andreas Weininger,International Conference on Management of Data,2000,Handling Very Large Databases with Informix Extended Parallel Server,"Sudhir G. Rao, Antonio Badia, Dirk van Gucht",SIGMOD Conference,2000,"('title', 'venue', 'year')"
Managing Intervals Efficiently in Object-Relational Databases,"Thomas Seidl, Marco P�tke, Hans-Peter Kriegel",VLDB,2000,Managing Intervals Efficiently in Object-Relational Databases,"Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2000,"('title', 'year')"
Managing Intervals Efficiently in Object-Relational Databases,"Thomas Seidl, Marco P�tke, Hans-Peter Kriegel",VLDB,2000,Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",SIGMOD Conference,2000,"('title', 'authors', 'year')"
Managing Intervals Efficiently in Object-Relational Databases,"Thomas Seidl, Marco P�tke, Hans-Peter Kriegel",VLDB,2000,Managing Intervals Efficiently in Object-Relational Databases,"Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",Very Large Data Bases,2000,"('title', 'venue', 'year')"
Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",Very Large Data Bases,2000,Managing Intervals Efficiently in Object-Relational Databases,"Thomas Seidl, Marco P�tke, Hans-Peter Kriegel",International Conference on Management of Data,2000,"('title', 'authors', 'year')"
Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",Very Large Data Bases,2000,Managing Intervals Efficiently in Object-Relational Databases,Don Chamberlin,VLDB,2000,"('title', 'venue', 'year')"
The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,The Design and Implementation of K: A High-Level Knowledge-Base Programming Language of OSAM*.KBMS,"R. J. Miller, Y. Yang",International Conference on Management of Data,1996,"('title', 'year')"
The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,The Design and Implementation of K: A High-Level Knowledge-Base Programming Language of OSAM*.KBMS,"Stanley Y. W. Su, Javier Arroyo, Herman Lam, Yuh-Ming Shyy",International Conference on Management of Data,1996,"('title', 'authors', 'year')"
The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,The Design and Implementation of K: A High-Level Knowledge-Base Programming Language of OSAM*.KBMS,"R. J. Miller, Y. Yang",VLDB J.,1996,"('title', 'venue', 'year')"
The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,Association rules over interval data,"Stanley Y. W. Su, Javier Arroyo, Herman Lam, Yuh-Ming Shyy",VLDB J.,1996,"('authors', 'venue', 'year')"
Ordered shared locks for real-time databases,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995,Ordered Shared Locks for Real-Time Databases,"Richard Jeffers, Divyakant Agrawal, Amr El Abbadi, Lijing Lin",ACM SIGMOD Record ,1995,"('title', 'authors', 'year')"
Ordered shared locks for real-time databases,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995,Ordered Shared Locks for Real-Time Databases,Joseph Fong,VLDB J.,1995,"('title', 'venue', 'year')"
Ordered shared locks for real-time databases,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995,Converting relational to object-oriented databases,"Richard Jeffers, Divyakant Agrawal, Amr El Abbadi, Lijing Lin",VLDB J.,1995,"('authors', 'venue', 'year')"
Loading databases using dataflow parallelism,"Tom Barclay, Robert Barnes, Jim Gray, Prakash Sundaresan",ACM SIGMOD Record ,1994,Loading Databases Using Dataflow Parallelism,"John C. Shafer, Rakesh Agrawal",Very Large Data Bases,1994,"('title', 'year')"
Loading databases using dataflow parallelism,"Tom Barclay, Robert Barnes, Jim Gray, Prakash Sundaresan",ACM SIGMOD Record ,1994,Loading Databases Using Dataflow Parallelism,"Prakash Sundaresan, Jim Gray, Robert Barnes, Tom Barclay",Very Large Data Bases,1994,"('title', 'authors', 'year')"
Loading databases using dataflow parallelism,"Tom Barclay, Robert Barnes, Jim Gray, Prakash Sundaresan",ACM SIGMOD Record ,1994,Loading Databases Using Dataflow Parallelism,"John C. Shafer, Rakesh Agrawal",SIGMOD Record,1994,"('title', 'venue', 'year')"
Supporting global user profiles through trusted authorities,Ibrahim Cingil,ACM SIGMOD Record ,2002,"Shutdown, budget, and funding",Xiaolei Qian,SIGMOD Record,2002,"('venue', 'year')"
Supporting global user profiles through trusted authorities,Ibrahim Cingil,ACM SIGMOD Record ,2002,Supporting Global User Profiles Through Trusted Authorities,Ibrahim Cingil,ACM SIGMOD Record ,2002,"('title', 'authors', 'year')"
Supporting global user profiles through trusted authorities,Ibrahim Cingil,ACM SIGMOD Record ,2002,Supporting Global User Profiles Through Trusted Authorities,Xiaolei Qian,SIGMOD Record,2002,"('title', 'venue', 'year')"
Supporting global user profiles through trusted authorities,Ibrahim Cingil,ACM SIGMOD Record ,2002,"Shutdown, budget, and funding",Ibrahim Cingil,SIGMOD Record,2002,"('authors', 'venue', 'year')"
Mining Generalized Association Rules,"Ramakrishnan Srikant, Rakesh Agrawal",Very Large Data Bases,1995,Mining Generalized Association Rules,"Ramakrishnan Srikant, Rakesh Agrawal",International Conference on Management of Data,1995,"('title', 'authors', 'year')"
An Algebraic Approach to Rule Analysis in Expert Database Systems,"Elena Baralis, Jennifer Widom",Very Large Data Bases,1994,An Algebraic Approach to Rule Analysis in Expert Database Systems,"Jennifer Widom, Elena Baralis",International Conference on Management of Data,1994,"('title', 'authors', 'year')"
An Algebraic Approach to Rule Analysis in Expert Database Systems,"Elena Baralis, Jennifer Widom",Very Large Data Bases,1994,An Algebraic Approach to Rule Analysis in Expert Database Systems,"Chendong Zou, Betty Salzberg",VLDB,1994,"('title', 'venue', 'year')"
Continually evaluating similarity-based pattern queries on a streaming time series,"Like Gao, Xiaoyang Sean Wang",SIGMOD Conference,2002,Continually evaluating similarity-based pattern queries on a streaming time series,Dean Kuo,ACM Trans. Database Syst.,2002,"('title', 'year')"
Continually evaluating similarity-based pattern queries on a streaming time series,"Like Gao, Xiaoyang Sean Wang",SIGMOD Conference,2002,Continually evaluating similarity-based pattern queries on a streaming time series,"Like Gao, X. Sean Wang",ACM Trans. Database Syst.,2002,"('title', 'authors', 'year')"
