label,ltable_label,ltable_lat,ltable_lon,ltable_ontology,ltable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,rtable_ele,id
1,Inwood (NYC),40.8657,-73.9268,http://data.nytimes.com/,,Inwood,40.8657,-73.9268,http://sws.geonames.org/,,0@1290#1@7471
1,madison,43.0731,-89.4011,http://rdf.freebase.com/,,Madison (Wis),43.0731,-89.4012,http://data.nytimes.com/,,0@2129#1@2128
1,Madison,43.0731,-89.4012,http://sws.geonames.org/,,Madison (Wis),43.0731,-89.4012,http://data.nytimes.com/,,0@5501#1@2128
1,"Madison, Wisconsin",,,http://dbpedia.org/,,Madison (Wis),43.0731,-89.4012,http://data.nytimes.com/,,0@5507#1@2128
0,madison,43.0731,-89.4011,http://rdf.freebase.com/,,panama city,9.0,-79.5,http://rdf.freebase.com/,,0@2129#1@5294
1,Panama City,8.98333,-79.5167,http://dbpedia.org/,,panama city,9.0,-79.5,http://rdf.freebase.com/,,0@2294#1@5294
0,Wellington,-41.2866,174.77599999999995,http://sws.geonames.org/,,panama city,9.0,-79.5,http://rdf.freebase.com/,,0@171#1@5294
0,madison,43.0731,-89.4011,http://rdf.freebase.com/,,Ajman (United Arab Emirates),25.4111,55.435,http://data.nytimes.com/,,0@2129#1@1851
1,Ajman,25.4111,55.435,http://sws.geonames.org/,,Ajman (United Arab Emirates),25.4111,55.435,http://data.nytimes.com/,,0@7488#1@1851
0,ayodhya,26.8,82.2,http://rdf.freebase.com/,,Ajman (United Arab Emirates),25.4111,55.435,http://data.nytimes.com/,,0@5030#1@1851
0,Cape Town,-33.9253,18.4239,http://dbpedia.org/,,Siena (Italy),43.32,11.3328,http://data.nytimes.com/,,0@3371#1@4367
0,Addis Ababa (Ethiopia),9.03333,38.7,http://data.nytimes.com/,,Siena (Italy),43.32,11.3328,http://data.nytimes.com/,,0@3159#1@4367
0,Seoul,37.5683,126.978,http://sws.geonames.org/,,Siena (Italy),43.32,11.3328,http://data.nytimes.com/,,0@6372#1@4367
0,Kraków,50.0833,19.9167,http://sws.geonames.org/,,Siena (Italy),43.32,11.3328,http://data.nytimes.com/,,0@5998#1@4367
1,Siena,43.32,11.3328,http://sws.geonames.org/,,Siena (Italy),43.32,11.3328,http://data.nytimes.com/,,0@4368#1@4367
0,Cape Town,-33.9253,18.4239,http://dbpedia.org/,,Lucerne (Switzerland),47.0505,8.30635,http://data.nytimes.com/,,0@3371#1@6538
1,Cape Town,-33.9253,18.4239,http://dbpedia.org/,,cape town,-33.9767,18.4244,http://rdf.freebase.com/,,0@3371#1@3351
0,fortaleza,-3.7737,-38.5748,http://rdf.freebase.com/,21.00072,cape town,-33.9767,18.4244,http://rdf.freebase.com/,,0@4151#1@3351
0,Orleans,41.7898,-69.9897,http://sws.geonames.org/,,cape town,-33.9767,18.4244,http://rdf.freebase.com/,,0@1172#1@3351
1,Cape Town,-33.9253,18.4239,http://dbpedia.org/,,Cape Town (South Africa),-33.9167,18.4167,http://data.nytimes.com/,,0@3371#1@2720
1,cape town,-33.9767,18.4244,http://rdf.freebase.com/,,Cape Town (South Africa),-33.9167,18.4167,http://data.nytimes.com/,,0@3351#1@2720
0,"Jamesport, New York",,,http://dbpedia.org/,,Cape Town (South Africa),-33.9167,18.4167,http://data.nytimes.com/,,0@6917#1@2720
1,Cape Town,-33.9167,18.4167,http://sws.geonames.org/,,Cape Town (South Africa),-33.9167,18.4167,http://data.nytimes.com/,,0@2721#1@2720
0,Short Hills (NJ),40.7479,-74.3254,http://data.nytimes.com/,,Cape Town (South Africa),-33.9167,18.4167,http://data.nytimes.com/,,0@3582#1@2720
0,Cape Town,-33.9253,18.4239,http://dbpedia.org/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,,0@3371#1@4549
0,Samarra,34.1983,43.8742,http://dbpedia.org/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,,0@6916#1@4549
1,lahinch,52.9315,-9.34662,http://rdf.freebase.com/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,,0@4550#1@4549
1,Lehinch,52.9367,-9.34528,http://sws.geonames.org/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,,0@5298#1@4549
0,Cape Town,-33.9253,18.4239,http://dbpedia.org/,,Thessaloniki (Greece),40.6403,22.9439,http://data.nytimes.com/,,0@3371#1@1533
1,Thessaloniki,40.6403,22.9439,http://sws.geonames.org/,,Thessaloniki (Greece),40.6403,22.9439,http://data.nytimes.com/,,0@6153#1@1533
0,Nasiriyah,31.0542,46.2594,http://sws.geonames.org/,,Thessaloniki (Greece),40.6403,22.9439,http://data.nytimes.com/,,0@2168#1@1533
0,Menton,43.7765,7.50435,http://sws.geonames.org/,,Thessaloniki (Greece),40.6403,22.9439,http://data.nytimes.com/,,0@6110#1@1533
0,Cape Town,-33.9253,18.4239,http://dbpedia.org/,,Falmouth,41.5515,-70.6148,http://sws.geonames.org/,,0@3371#1@1811
0,Tikrit,34.61,43.6833,http://dbpedia.org/,,Falmouth,41.5515,-70.6148,http://sws.geonames.org/,,0@4775#1@1811
1,"Falmouth, Massachusetts",,,http://dbpedia.org/,,Falmouth,41.5515,-70.6148,http://sws.geonames.org/,,0@5800#1@1811
1,Falmouth (Mass),41.5515,-70.6148,http://data.nytimes.com/,,Falmouth,41.5515,-70.6148,http://sws.geonames.org/,,0@1810#1@1811
0,Potsdam,52.3989,13.0657,http://sws.geonames.org/,,Falmouth,41.5515,-70.6148,http://sws.geonames.org/,,0@5579#1@1811
1,Queenstown,-45.0302,168.66299999999995,http://sws.geonames.org/,,queenstown,-45.0428,168.645,http://rdf.freebase.com/,,0@6778#1@6275
1,Queenstown (New Zealand),-45.0302,168.66299999999995,http://data.nytimes.com/,,queenstown,-45.0428,168.645,http://rdf.freebase.com/,,0@6274#1@6275
1,"Queenstown, New Zealand",,,http://dbpedia.org/,,queenstown,-45.0428,168.645,http://rdf.freebase.com/,,0@6607#1@6275
0,north stonington,41.4409,-71.8812,http://rdf.freebase.com/,,queenstown,-45.0428,168.645,http://rdf.freebase.com/,,0@2924#1@6275
1,Queenstown,-45.0302,168.66299999999995,http://sws.geonames.org/,,Queenstown (New Zealand),-45.0302,168.66299999999995,http://data.nytimes.com/,,0@6778#1@6274
1,"Queenstown, New Zealand",,,http://dbpedia.org/,,Queenstown (New Zealand),-45.0302,168.66299999999995,http://data.nytimes.com/,,0@6607#1@6274
1,Chappaqua (NY),41.1595,-73.7649,http://data.nytimes.com/,,"Chappaqua, New York",,,http://dbpedia.org/,,0@4237#1@4238
0,Corona (NYC),40.747,-73.8601,http://data.nytimes.com/,,"Chappaqua, New York",,,http://dbpedia.org/,,0@5192#1@4238
1,chappaqua,41.1594,-73.7653,http://rdf.freebase.com/,,"Chappaqua, New York",,,http://dbpedia.org/,,0@4529#1@4238
0,Chappaqua (NY),41.1595,-73.7649,http://data.nytimes.com/,,sacramento,38.5817,-121.493,http://rdf.freebase.com/,,0@4237#1@5790
1,"Sacramento, California",,,http://dbpedia.org/,,sacramento,38.5817,-121.493,http://rdf.freebase.com/,,0@5910#1@5790
1,Sacramento,38.5816,-121.494,http://sws.geonames.org/,,sacramento,38.5817,-121.493,http://rdf.freebase.com/,,0@1159#1@5790
0,biarritz,43.4797,-1.555,http://rdf.freebase.com/,,sacramento,38.5817,-121.493,http://rdf.freebase.com/,,0@5383#1@5790
1,Sacramento (Calif),38.5816,-121.494,http://data.nytimes.com/,,sacramento,38.5817,-121.493,http://rdf.freebase.com/,,0@1158#1@5790
0,Ho Chi Minh City,10.7694,106.682,http://dbpedia.org/,,Mantua (Italy),45.1521,10.7738,http://data.nytimes.com/,,0@6178#1@742
0,Les Eyzies-de-Tayac-Sireuil,44.93600000000001,1.01805,http://dbpedia.org/,,Mantua (Italy),45.1521,10.7738,http://data.nytimes.com/,,0@4119#1@742
1,Ho Chi Minh City,10.7694,106.682,http://dbpedia.org/,,HCMC,10.75,106.667,http://sws.geonames.org/,,0@6178#1@2785
1,ho chi minh city,10.75,106.667,http://rdf.freebase.com/,,HCMC,10.75,106.667,http://sws.geonames.org/,,0@6114#1@2785
0,Szeged (Hungary),46.253,20.1482,http://data.nytimes.com/,,HCMC,10.75,106.667,http://sws.geonames.org/,,0@1905#1@2785
0,Hoffenheim,49.2667,8.85,http://sws.geonames.org/,,HCMC,10.75,106.667,http://sws.geonames.org/,,0@2553#1@2785
0,mott haven bronx,40.809,-73.9229,http://rdf.freebase.com/,,Isle of Palms,32.7868,-79.7948,http://sws.geonames.org/,,0@5770#1@4964
0,Moscow (Russia),55.7522,37.6156,http://data.nytimes.com/,,Isle of Palms,32.7868,-79.7948,http://sws.geonames.org/,,0@30#1@4964
1,isle of palms,32.7867,-79.795,http://rdf.freebase.com/,,Isle of Palms,32.7868,-79.7948,http://sws.geonames.org/,,0@7501#1@4964
0,mott haven bronx,40.809,-73.9229,http://rdf.freebase.com/,,"Portland, Maine",,,http://dbpedia.org/,,0@5770#1@5278
1,portland maine,43.6614,-70.2558,http://rdf.freebase.com/,,"Portland, Maine",,,http://dbpedia.org/,,0@1757#1@5278
1,Portland (Me),43.6615,-70.2553,http://data.nytimes.com/,,"Portland, Maine",,,http://dbpedia.org/,,0@1509#1@5278
1,Portland,43.6615,-70.2553,http://sws.geonames.org/,,"Portland, Maine",,,http://dbpedia.org/,,0@1510#1@5278
1,old lyme,41.3159,-72.329,http://rdf.freebase.com/,,Old Lyme,41.3159,-72.329,http://sws.geonames.org/,,0@728#1@4177
0,provincetown,42.0583,-70.1792,http://rdf.freebase.com/,,Old Lyme,41.3159,-72.329,http://sws.geonames.org/,,0@1229#1@4177
0,"Cutchogue, New York",,,http://dbpedia.org/,,Old Lyme,41.3159,-72.329,http://sws.geonames.org/,,0@7487#1@4177
0,"Naples, Florida",,,http://dbpedia.org/,,Old Lyme,41.3159,-72.329,http://sws.geonames.org/,,0@5141#1@4177
0,old lyme,41.3159,-72.329,http://rdf.freebase.com/,,punta arenas,-53.1554,-70.9064,http://rdf.freebase.com/,,0@728#1@6266
1,Punta Arenas,-53.1667,-70.9333,http://dbpedia.org/,,punta arenas,-53.1554,-70.9064,http://rdf.freebase.com/,,0@3234#1@6266
0,nantucket,41.2833,-70.1,http://rdf.freebase.com/,9.0,punta arenas,-53.1554,-70.9064,http://rdf.freebase.com/,,0@2886#1@6266
1,Ljubljana (Slovenia),46.0553,14.5144,http://data.nytimes.com/,,Ljubljana,46.0511,14.5051,http://sws.geonames.org/,,0@5146#1@7523
1,Ljubljana,46.0556,14.5083,http://dbpedia.org/,,Ljubljana,46.0511,14.5051,http://sws.geonames.org/,,0@6500#1@7523
1,ljubljana,46.05,14.5,http://rdf.freebase.com/,,Ljubljana,46.0511,14.5051,http://sws.geonames.org/,,0@5147#1@7523
1,Veracruz (Mexico),19.2,-96.1333,http://data.nytimes.com/,,veracruz,19.4347,-96.3831,http://rdf.freebase.com/,,0@4866#1@7076
1,Veracruz,19.2,-96.1333,http://sws.geonames.org/,,veracruz,19.4347,-96.3831,http://rdf.freebase.com/,,0@4867#1@7076
1,Veracruz,19.4347,-96.3831,http://dbpedia.org/,,veracruz,19.4347,-96.3831,http://rdf.freebase.com/,,0@5808#1@7076
0,Veracruz (Mexico),19.2,-96.1333,http://data.nytimes.com/,,Fontainebleau (France),48.4,2.7,http://data.nytimes.com/,,0@4866#1@1031
1,Fontainebleau,48.4097,2.7025,http://dbpedia.org/,,Fontainebleau (France),48.4,2.7,http://data.nytimes.com/,,0@1032#1@1031
0,Kuala Lumpur (Malaysia),3.16667,101.7,http://data.nytimes.com/,,Fontainebleau (France),48.4,2.7,http://data.nytimes.com/,,0@756#1@1031
0,Veracruz (Mexico),19.2,-96.1333,http://data.nytimes.com/,,Soweto,-26.2661,27.8658,http://dbpedia.org/,,0@4866#1@6211
0,Kashgar,39.4547,75.9797,http://sws.geonames.org/,,Soweto,-26.2661,27.8658,http://dbpedia.org/,,0@2593#1@6211
0,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,,Soweto,-26.2661,27.8658,http://dbpedia.org/,,0@1860#1@6211
1,Veracruz (Mexico),19.2,-96.1333,http://data.nytimes.com/,,Veracruz,19.2,-96.1333,http://sws.geonames.org/,,0@4866#1@4867
1,Veracruz,19.4347,-96.3831,http://dbpedia.org/,,Veracruz,19.2,-96.1333,http://sws.geonames.org/,,0@5808#1@4867
0,Veracruz (Mexico),19.2,-96.1333,http://data.nytimes.com/,,Stellenbosch (South Africa),-33.9333,18.85,http://data.nytimes.com/,,0@4866#1@38
0,Cuzco (Peru),-13.5183,-71.9781,http://data.nytimes.com/,,North Stonington,41.4409,-71.8812,http://sws.geonames.org/,,0@5951#1@720
0,Cuzco (Peru),-13.5183,-71.9781,http://data.nytimes.com/,,"Islip (town), New York",,,http://dbpedia.org/,,0@5951#1@2243
1,Islip,40.7298,-73.2104,http://sws.geonames.org/,,"Islip (town), New York",,,http://dbpedia.org/,,0@7170#1@2243
1,Islip (NY),40.7298,-73.2104,http://data.nytimes.com/,,"Islip (town), New York",,,http://dbpedia.org/,,0@2242#1@2243
0,Darjeeling,27.03,88.16,http://dbpedia.org/,,"Islip (town), New York",,,http://dbpedia.org/,,0@5301#1@2243
1,khartoum,15.58,32.52,http://rdf.freebase.com/,,Khartoum,15.5466,32.5336,http://sws.geonames.org/,,0@6011#1@6947
1,Khartoum,15.6333,32.5331,http://dbpedia.org/,,Khartoum,15.5466,32.5336,http://sws.geonames.org/,,0@5019#1@6947
1,Khartoum (Sudan),15.5881,32.5342,http://data.nytimes.com/,,Khartoum,15.5466,32.5336,http://sws.geonames.org/,,0@5018#1@6947
0,Honolulu (Hawaii),21.3069,-157.858,http://data.nytimes.com/,,Khartoum,15.5466,32.5336,http://sws.geonames.org/,,0@1130#1@6947
0,khartoum,15.58,32.52,http://rdf.freebase.com/,,lhasa,29.65,91.1,http://rdf.freebase.com/,3650.0,0@6011#1@2745
0,maspeth queens,40.7231,-73.9125,http://rdf.freebase.com/,,lhasa,29.65,91.1,http://rdf.freebase.com/,3650.0,0@3769#1@2745
1,Lhasa,29.65,91.1,http://sws.geonames.org/,,lhasa,29.65,91.1,http://rdf.freebase.com/,3650.0,0@4629#1@2745
1,Lhasa (Tibet),29.65,91.1,http://data.nytimes.com/,,lhasa,29.65,91.1,http://rdf.freebase.com/,3650.0,0@368#1@2745
0,"Sandwich, Massachusetts",,,http://dbpedia.org/,,lhasa,29.65,91.1,http://rdf.freebase.com/,3650.0,0@3265#1@2745
0,Ronda,36.7423,-5.16709,http://sws.geonames.org/,,lhasa,29.65,91.1,http://rdf.freebase.com/,3650.0,0@6663#1@2745
1,khartoum,15.58,32.52,http://rdf.freebase.com/,,Khartoum,15.6333,32.5331,http://dbpedia.org/,,0@6011#1@5019
1,Brisbane (Australia),-27.4679,153.028,http://data.nytimes.com/,,Brisbane,-27.4679,153.028,http://sws.geonames.org/,,0@825#1@5338
0,Karlovy Vary,50.2283,12.8661,http://dbpedia.org/,,Brisbane,-27.4679,153.028,http://sws.geonames.org/,,0@5939#1@5338
1,brisbane,-27.4667,153.033,http://rdf.freebase.com/,,Brisbane,-27.4679,153.028,http://sws.geonames.org/,,0@826#1@5338
0,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,,Brisbane,-27.4679,153.028,http://sws.geonames.org/,,0@4549#1@5338
1,Brisbane (Australia),-27.4679,153.028,http://data.nytimes.com/,,Brisbane,27.4678,153.028,http://dbpedia.org/,,0@825#1@1512
0,Tirana,41.3275,19.8189,http://sws.geonames.org/,,Brisbane,27.4678,153.028,http://dbpedia.org/,,0@6273#1@1512
0,Florence,43.7667,11.25,http://sws.geonames.org/,,Brisbane,27.4678,153.028,http://dbpedia.org/,,0@6985#1@1512
1,Brisbane,-27.4679,153.028,http://sws.geonames.org/,,Brisbane,27.4678,153.028,http://dbpedia.org/,,0@5338#1@1512
1,Cordoba (Spain),37.8833,-4.76667,http://data.nytimes.com/,,"Cordoba, Spain",,,http://dbpedia.org/,,0@4#1@5
0,Cordoba (Spain),37.8833,-4.76667,http://data.nytimes.com/,,Cologne,50.9333,6.95,http://sws.geonames.org/,,0@4#1@6519
1,Cordoba (Spain),37.8833,-4.76667,http://data.nytimes.com/,,cordoba,37.8833,-4.78333,http://rdf.freebase.com/,,0@4#1@2911
0,Portsmouth,43.0718,-70.7626,http://sws.geonames.org/,,cordoba,37.8833,-4.78333,http://rdf.freebase.com/,,0@6115#1@2911
1,Cordova,37.8833,-4.76667,http://sws.geonames.org/,,cordoba,37.8833,-4.78333,http://rdf.freebase.com/,,0@6557#1@2911
0,Indianapolis (Ind),39.7684,-86.15799999999999,http://data.nytimes.com/,,cordoba,37.8833,-4.78333,http://rdf.freebase.com/,,0@1410#1@2911
1,Cordoba (Spain),37.8833,-4.76667,http://data.nytimes.com/,,Cordova,37.8833,-4.76667,http://sws.geonames.org/,,0@4#1@6557
0,Strasbourg,48.5833,7.75,http://sws.geonames.org/,,Cordova,37.8833,-4.76667,http://sws.geonames.org/,,0@5642#1@6557
1,"Cordoba, Spain",,,http://dbpedia.org/,,Cordova,37.8833,-4.76667,http://sws.geonames.org/,,0@5#1@6557
0,Mustique,12.8667,-61.1833,http://dbpedia.org/,,"Louisville, Kentucky",,,http://dbpedia.org/,,0@6530#1@5344
0,estoril,38.6983,-9.4231,http://rdf.freebase.com/,,"Louisville, Kentucky",,,http://dbpedia.org/,,0@1452#1@5344
0,Mustique,12.8667,-61.1833,http://dbpedia.org/,,bedford stuyvesant brooklyn,40.68333300000001,-73.94111099999998,http://rdf.freebase.com/,,0@6530#1@1634
1,Bedford-Stuyvesant (NYC),40.6834,-73.9412,http://data.nytimes.com/,,bedford stuyvesant brooklyn,40.68333300000001,-73.94111099999998,http://rdf.freebase.com/,,0@1633#1@1634
0,Punta Gorda,26.9298,-82.0454,http://sws.geonames.org/,,essaouira,31.5131,-9.7697,http://rdf.freebase.com/,,0@4652#1@7267
0,uppsala,59.8586,17.6389,http://rdf.freebase.com/,,essaouira,31.5131,-9.7697,http://rdf.freebase.com/,,0@3702#1@7267
0,agra,27.1833,78.0167,http://rdf.freebase.com/,,essaouira,31.5131,-9.7697,http://rdf.freebase.com/,,0@7195#1@7267
1,Corona (NYC),40.747,-73.8601,http://data.nytimes.com/,,"Corona, Queens",,,http://dbpedia.org/,,0@5192#1@5193
0,Orleans (France),47.9167,1.9,http://data.nytimes.com/,,"Corona, Queens",,,http://dbpedia.org/,,0@484#1@5193
1,Corona (NYC),40.747,-73.8601,http://data.nytimes.com/,,corona queens,40.735,-73.865,http://rdf.freebase.com/,,0@5192#1@6907
1,Corona,40.747,-73.8601,http://sws.geonames.org/,,corona queens,40.735,-73.865,http://rdf.freebase.com/,,0@5398#1@6907
0,Luxor,25.6833,32.65,http://dbpedia.org/,,corona queens,40.735,-73.865,http://rdf.freebase.com/,,0@6943#1@6907
1,Olinda,-8.00889,-34.8553,http://sws.geonames.org/,,olinda,-8.00278,-34.8911,http://rdf.freebase.com/,,0@4357#1@5973
1,Olinda (Brazil),-8.00889,-34.8553,http://data.nytimes.com/,,olinda,-8.00278,-34.8911,http://rdf.freebase.com/,,0@4356#1@5973
0,Luxembourg,49.6117,6.13,http://sws.geonames.org/,,olinda,-8.00278,-34.8911,http://rdf.freebase.com/,,0@3008#1@5973
0,Bangkok,13.75,100.517,http://sws.geonames.org/,,olinda,-8.00278,-34.8911,http://rdf.freebase.com/,,0@1540#1@5973
0,Pawtucket,41.8787,-71.3826,http://sws.geonames.org/,,olinda,-8.00278,-34.8911,http://rdf.freebase.com/,,0@1838#1@5973
0,Olinda,-8.00889,-34.8553,http://sws.geonames.org/,,Honolulu (Hawaii),21.3069,-157.858,http://data.nytimes.com/,,0@4357#1@1130
0,Monteverde (Costa Rica),10.1,-83.4333,http://data.nytimes.com/,,Honolulu (Hawaii),21.3069,-157.858,http://data.nytimes.com/,,0@837#1@1130
0,Mott Haven (NYC),40.809,-73.9229,http://data.nytimes.com/,,Montecito,34.4367,-119.632,http://sws.geonames.org/,,0@214#1@892
1,"Montecito, California",,,http://dbpedia.org/,,Montecito,34.4367,-119.632,http://sws.geonames.org/,,0@580#1@892
1,Mott Haven (NYC),40.809,-73.9229,http://data.nytimes.com/,,Mott Haven,40.809,-73.9229,http://sws.geonames.org/,,0@214#1@215
0,"Monterey, California",,,http://dbpedia.org/,,Mott Haven,40.809,-73.9229,http://sws.geonames.org/,,0@4868#1@215
1,vienna,48.2088,16.3726,http://rdf.freebase.com/,,Vienna,48.2089,16.3731,http://dbpedia.org/,,0@111#1@4440
1,Vienna (Austria),48.2085,16.3721,http://data.nytimes.com/,,Vienna,48.2089,16.3731,http://dbpedia.org/,,0@110#1@4440
0,vienna,48.2088,16.3726,http://rdf.freebase.com/,,Pucon (Chile),-39.2822,-71.9543,http://data.nytimes.com/,,0@111#1@296
1,Pucon,,,http://dbpedia.org/,,Pucon (Chile),-39.2822,-71.9543,http://data.nytimes.com/,,0@2085#1@296
0,portland,45.5236,-122.675,http://rdf.freebase.com/,,Pucon (Chile),-39.2822,-71.9543,http://data.nytimes.com/,,0@5554#1@296
0,athens,37.9778,23.7278,http://rdf.freebase.com/,,Pucon (Chile),-39.2822,-71.9543,http://data.nytimes.com/,,0@4702#1@296
1,pucon,-39.2667,-71.9667,http://rdf.freebase.com/,,Pucon (Chile),-39.2822,-71.9543,http://data.nytimes.com/,,0@1104#1@296
0,Kitzbühel,47.4464,12.3921,http://sws.geonames.org/,,Pucon (Chile),-39.2822,-71.9543,http://data.nytimes.com/,,0@2821#1@296
1,Amman,31.9333,35.9328,http://dbpedia.org/,,Amman,31.9552,35.945,http://sws.geonames.org/,,0@5697#1@1059
1,amman,31.95,35.9333,http://rdf.freebase.com/,,Amman,31.9552,35.945,http://sws.geonames.org/,,0@5386#1@1059
1,Amman (Jordan),31.95,35.9333,http://data.nytimes.com/,,Amman,31.9552,35.945,http://sws.geonames.org/,,0@1058#1@1059
0,Amman,31.9333,35.9328,http://dbpedia.org/,,Kashgar,39.4667,75.9833,http://dbpedia.org/,,0@5697#1@7194
0,Saint-Tropez,43.2667,6.63333,http://sws.geonames.org/,,Kashgar,39.4667,75.9833,http://dbpedia.org/,,0@417#1@7194
0,Venice,45.4386,12.3267,http://sws.geonames.org/,,Kashgar,39.4667,75.9833,http://dbpedia.org/,,0@3899#1@7194
1,Amman,31.9333,35.9328,http://dbpedia.org/,,Amman (Jordan),31.95,35.9333,http://data.nytimes.com/,,0@5697#1@1058
0,Dar es Salaam,-6.8,39.2833,http://dbpedia.org/,,Amman (Jordan),31.95,35.9333,http://data.nytimes.com/,,0@6282#1@1058
0,ludlow united states,43.3958,-72.7011,http://rdf.freebase.com/,,Amman (Jordan),31.95,35.9333,http://data.nytimes.com/,,0@1894#1@1058
0,Amman,31.9333,35.9328,http://dbpedia.org/,,Ridgefield (Conn),41.2815,-73.4982,http://data.nytimes.com/,,0@5697#1@3733
0,Amman,31.9333,35.9328,http://dbpedia.org/,,New Canaan,41.1468,-73.4948,http://sws.geonames.org/,,0@5697#1@6099
0,Milford (Pa),41.3223,-74.8024,http://data.nytimes.com/,,New Canaan,41.1468,-73.4948,http://sws.geonames.org/,,0@645#1@6099
0,Bruges (Belgium),51.2098,3.225,http://data.nytimes.com/,,minneapolis,44.98,-93.2636,http://rdf.freebase.com/,,0@3384#1@2473
0,hanoi,21.0409,105.798,http://rdf.freebase.com/,,minneapolis,44.98,-93.2636,http://rdf.freebase.com/,,0@5945#1@2473
1,Dalian,38.9122,121.602,http://sws.geonames.org/,,Dalian,38.9208,121.639,http://dbpedia.org/,,0@7262#1@7083
1,dalian,39.0333,121.767,http://rdf.freebase.com/,,Dalian,38.9208,121.639,http://dbpedia.org/,,0@7277#1@7083
1,Dalian (China),38.9122,121.602,http://data.nytimes.com/,,Dalian,38.9208,121.639,http://dbpedia.org/,,0@7082#1@7083
0,Dalian,38.9122,121.602,http://sws.geonames.org/,,Curitiba,-25.4278,-49.2731,http://sws.geonames.org/,,0@7262#1@4750
0,niagara falls ontario,43.1167,-79.0667,http://rdf.freebase.com/,,Curitiba,-25.4278,-49.2731,http://sws.geonames.org/,,0@1900#1@4750
1,curitiba,-25.4687,-49.2535,http://rdf.freebase.com/,,Curitiba,-25.4278,-49.2731,http://sws.geonames.org/,,0@5859#1@4750
0,houston,29.7631,-95.3631,http://rdf.freebase.com/,,Curitiba,-25.4278,-49.2731,http://sws.geonames.org/,,0@7512#1@4750
0,Dalian,38.9122,121.602,http://sws.geonames.org/,,Dresden,51.0509,13.7383,http://sws.geonames.org/,,0@7262#1@5407
1,dresden,51.05,13.7333,http://rdf.freebase.com/,113.0,Dresden,51.0509,13.7383,http://sws.geonames.org/,,0@3#1@5407
1,Dresden (Germany),51.0509,13.7383,http://data.nytimes.com/,,Dresden,51.0509,13.7383,http://sws.geonames.org/,,0@2#1@5407
0,Dalian,38.9122,121.602,http://sws.geonames.org/,,Al ‘Amārah,31.8453,47.1753,http://sws.geonames.org/,,0@7262#1@7350
1,Amara (Iraq),31.8453,47.1753,http://data.nytimes.com/,,Al ‘Amārah,31.8453,47.1753,http://sws.geonames.org/,,0@2780#1@7350
0,Mantua,45.1667,10.8,http://dbpedia.org/,,Al ‘Amārah,31.8453,47.1753,http://sws.geonames.org/,,0@2367#1@7350
0,Jackson Heights,40.7557,-73.8854,http://sws.geonames.org/,,Al ‘Amārah,31.8453,47.1753,http://sws.geonames.org/,,0@2312#1@7350
0,Dalian,38.9122,121.602,http://sws.geonames.org/,,"Revelstoke, British Columbia",,,http://dbpedia.org/,,0@7262#1@2864
0,Cardiff (Wales),51.48,-3.18,http://data.nytimes.com/,,"Revelstoke, British Columbia",,,http://dbpedia.org/,,0@1721#1@2864
1,Dalian,38.9122,121.602,http://sws.geonames.org/,,dalian,39.0333,121.767,http://rdf.freebase.com/,,0@7262#1@7277
0,Puerto Morelos,20.8417,-86.8824,http://sws.geonames.org/,,dalian,39.0333,121.767,http://rdf.freebase.com/,,0@6480#1@7277
1,Dalian,38.9122,121.602,http://sws.geonames.org/,,Dalian (China),38.9122,121.602,http://data.nytimes.com/,,0@7262#1@7082
1,dalian,39.0333,121.767,http://rdf.freebase.com/,,Dalian (China),38.9122,121.602,http://data.nytimes.com/,,0@7277#1@7082
0,Charlotte Amalie,18.3419,-64.9307,http://sws.geonames.org/,,Providence,41.824,-71.4128,http://sws.geonames.org/,,0@2498#1@7386
1,providence,41.8239,-71.4133,http://rdf.freebase.com/,,Providence,41.824,-71.4128,http://sws.geonames.org/,,0@4117#1@7386
0,"North Adams, Massachusetts",,,http://dbpedia.org/,,Providence,41.824,-71.4128,http://sws.geonames.org/,,0@4021#1@7386
1,Charlotte Amalie,18.3419,-64.9307,http://sws.geonames.org/,,Charlotte Amalie (Virgin Islands),18.3419,-64.9307,http://data.nytimes.com/,,0@2498#1@2497
0,Marrakech,31.6333,-8.0,http://dbpedia.org/,,Charlotte Amalie (Virgin Islands),18.3419,-64.9307,http://data.nytimes.com/,,0@5506#1@2497
0,dumbo brooklyn,40.703056,-73.98944399999998,http://rdf.freebase.com/,,Charlotte Amalie (Virgin Islands),18.3419,-64.9307,http://data.nytimes.com/,,0@1178#1@2497
1,charlotte amalie,18.35,-64.95,http://rdf.freebase.com/,,Charlotte Amalie (Virgin Islands),18.3419,-64.9307,http://data.nytimes.com/,,0@7515#1@2497
1,"Charlotte Amalie, United States Virgin Islands",,,http://dbpedia.org/,,Charlotte Amalie (Virgin Islands),18.3419,-64.9307,http://data.nytimes.com/,,0@2762#1@2497
0,Charlotte Amalie,18.3419,-64.9307,http://sws.geonames.org/,,Bormio (Italy),46.4684,10.3721,http://data.nytimes.com/,,0@2498#1@5378
