id,label,lat,lon,ontology,ele
2104,Doha (Qatar),25.2867,51.5333,http://data.nytimes.com/,
2109,nantes,47.2181,-1.5527799999999998,http://rdf.freebase.com/,
2110,Ashgabat (Turkmenistan),37.95,58.3833,http://data.nytimes.com/,
2114,Mosul,36.335,43.1189,http://sws.geonames.org/,
2122,Sucre (Bolivia),-19.0431,-65.2592,http://data.nytimes.com/,
2128,Madison (Wis),43.0731,-89.4012,http://data.nytimes.com/,
2134,Minneapolis,44.9833,-93.2667,http://dbpedia.org/,
2138,Madrid (Spain),40.4165,-3.70256,http://data.nytimes.com/,
2139,madrid,40.4,-3.6833,http://rdf.freebase.com/,
2141,"Richmond, Virginia",,,http://dbpedia.org/,
2142,Mantova,45.1603,10.7978,http://sws.geonames.org/,
2147,Isla Mujeres (Mexico),21.2311,-86.7311,http://data.nytimes.com/,
2148,isla mujeres,21.2167,-86.7167,http://rdf.freebase.com/,
2149,Zrich,,,http://dbpedia.org/,
2150,"Sheepshead Bay, Brooklyn",,,http://dbpedia.org/,
2163,Puntarenas (Costa Rica),9.97625,-84.8384,http://data.nytimes.com/,
2164,Puntarenas,9.96667,-84.8333,http://dbpedia.org/,
2168,Nasiriyah,31.0542,46.2594,http://sws.geonames.org/,
2169,Ankara,39.9199,32.8543,http://sws.geonames.org/,
2174,espanola,35.9911,-106.08,http://rdf.freebase.com/,
2183,dominical,9.25,-83.8667,http://rdf.freebase.com/,
2187,San Sebastian (Spain),43.3128,-1.9749900000000002,http://data.nytimes.com/,
2193,Scarsdale (NY),41.0051,-73.7846,http://data.nytimes.com/,
2209,Mashpee,41.6484,-70.4811,http://sws.geonames.org/,
2222,monopoli,40.95,17.3,http://rdf.freebase.com/,
2223,Cairo,30.0626,31.2497,http://sws.geonames.org/,
2225,Long Branch,40.3043,-73.9924,http://sws.geonames.org/,
2226,Alkmaar (Netherlands),52.6317,4.74861,http://data.nytimes.com/,
2242,Islip (NY),40.7298,-73.2104,http://data.nytimes.com/,
2249,ouro preto,-20.3708,-43.51,http://rdf.freebase.com/,
2250,Gori,41.9736,44.1111,http://sws.geonames.org/,
2256,Santa Fe (NM),35.687,-105.93799999999999,http://data.nytimes.com/,
2260,Matsumoto (Japan),36.2333,137.967,http://data.nytimes.com/,
2261,"Matsumoto, Nagano",,,http://dbpedia.org/,
2268,natal,-5.7667,-35.2,http://rdf.freebase.com/,
2273,Hermanus (South Africa),-34.4167,19.2333,http://data.nytimes.com/,
2274,Hermanus,-34.4167,19.25,http://dbpedia.org/,
2275,Bamberg (Germany),49.8667,10.8667,http://data.nytimes.com/,
2283,Cochabamba (Bolivia),-17.3833,-66.15,http://data.nytimes.com/,
2284,cochabamba,-17.3836,-66.1667,http://rdf.freebase.com/,
2285,seoul,37.5833,127.0,http://rdf.freebase.com/,
2288,"Cobble Hill, Brooklyn",,,http://dbpedia.org/,
2294,Panama City,8.98333,-79.5167,http://dbpedia.org/,
2297,Luxembourg (city),49.6117,6.13,http://dbpedia.org/,
2298,Qum (Iran),34.6453,50.8808,http://data.nytimes.com/,
2305,Nafplio (Greece),37.5636,22.8075,http://data.nytimes.com/,
2306,Nafplion,37.5636,22.8075,http://sws.geonames.org/,
2312,Jackson Heights,40.7557,-73.8854,http://sws.geonames.org/,
2315,Bilbao (Spain),43.2627,-2.92528,http://data.nytimes.com/,
2323,monterey california,36.6003,-121.89399999999999,http://rdf.freebase.com/,
2325,kandahar,31.6078,65.7053,http://rdf.freebase.com/,
2326,Tokyo (Japan),35.6895,139.692,http://data.nytimes.com/,
2327,tokyo,35.6833,139.767,http://rdf.freebase.com/,
2334,middletown,41.5622,-72.6511,http://rdf.freebase.com/,
2340,Rawalpindi (Pakistan),33.6,73.0667,http://data.nytimes.com/,
2341,rawalpindi,33.6,73.05,http://rdf.freebase.com/,
2343,rovinj,45.0833,13.6333,http://rdf.freebase.com/,
2345,"Darwin, Northern Territory",,,http://dbpedia.org/,
2371,Nafplion,,,http://dbpedia.org/,
2374,San Miguel de Allende,20.9167,-100.75,http://sws.geonames.org/,
2380,Salt Lake City,40.7608,-111.891,http://sws.geonames.org/,
2381,Dubrovnik (Croatia),42.6481,18.0922,http://data.nytimes.com/,
2383,Bonn (Germany),50.7333,7.1,http://data.nytimes.com/,
2386,Madison,41.2795,-72.5984,http://sws.geonames.org/,
2392,hanover,52.3699,9.73526,http://rdf.freebase.com/,
2409,Dragør,55.5945,12.6664,http://sws.geonames.org/,
2422,Crans-Montana,46.3119,7.48278,http://dbpedia.org/,
2423,manchester,42.9956,-71.4553,http://rdf.freebase.com/,
2424,seward,60.1244,-149.433,http://rdf.freebase.com/,
2433,autun,46.9503,4.2987400000000004,http://rdf.freebase.com/,
2436,basra,30.4944,47.8236,http://rdf.freebase.com/,
2439,Biarritz (France),43.4833,-1.56667,http://data.nytimes.com/,
2440,Biarritz,43.4817,-1.55611,http://dbpedia.org/,
2445,Klosters,46.8833,9.88333,http://dbpedia.org/,
2454,Mendocino (Calif),39.3077,-123.79899999999999,http://data.nytimes.com/,
2455,mendocino,39.3078,-123.79799999999999,http://rdf.freebase.com/,
2458,Amsterdam (Netherlands),52.3731,4.8999,http://data.nytimes.com/,
2478,Hell's Kitchen (NYC),40.7573,-73.9954,http://data.nytimes.com/,
2480,"Prospect Heights, Brooklyn",,,http://dbpedia.org/,
2485,Beirut,33.8889,35.4944,http://sws.geonames.org/,
2487,Salzburg,47.8,13.0333,http://dbpedia.org/,
2494,eging am see,48.7167,13.2667,http://rdf.freebase.com/,
2495,Yangon (Myanmar),16.8053,96.1561,http://data.nytimes.com/,
2496,Yangon,16.8053,96.1561,http://sws.geonames.org/,
2497,Charlotte Amalie (Virgin Islands),18.3419,-64.9307,http://data.nytimes.com/,
2510,Granada,11.9333,-85.95,http://sws.geonames.org/,
2511,nafplion,37.5713,22.8093,http://rdf.freebase.com/,
2513,al anbar governorate,33.0,41.75,http://rdf.freebase.com/,
2530,Cortina d'Ampezzo (Italy),46.5361,12.1489,http://data.nytimes.com/,
2552,Hoffenheim (Germany),49.2667,8.85,http://data.nytimes.com/,
2565,buenos aires,-34.6036,-58.3817,http://rdf.freebase.com/,
2569,shimla,31.1033,77.1722,http://rdf.freebase.com/,
2575,Birmingham,52.4796,-1.8936099999999998,http://dbpedia.org/,
2581,deer isle,44.2239,-68.6781,http://rdf.freebase.com/,
2582,Sharjah (United Arab Emirates),25.3622,55.3911,http://data.nytimes.com/,
2585,Pittsfield (Mass),42.4501,-73.2454,http://data.nytimes.com/,
2587,Zermatt,46.0167,7.75,http://dbpedia.org/,
2589,Stockholm (Sweden),59.3326,18.0649,http://data.nytimes.com/,
2590,Stockholm,59.3326,18.0649,http://sws.geonames.org/,
2593,Kashgar,39.4547,75.9797,http://sws.geonames.org/,
2596,Hay-on-Wye (Wales),52.0667,-3.11667,http://data.nytimes.com/,
2598,Vilnius (Lithuania),54.6833,25.3167,http://data.nytimes.com/,
2599,Vilnius,54.6892,25.2798,http://sws.geonames.org/,
2628,Hong Kong,22.2855,114.15799999999999,http://sws.geonames.org/,
2635,Hobart (Tasmania),-42.9167,147.333,http://data.nytimes.com/,
2636,Hobart,-42.8667,147.325,http://dbpedia.org/,
2640,Seaside,30.320999999999998,-86.1416,http://sws.geonames.org/,
2645,Bergen (Norway),60.3932,5.32428,http://data.nytimes.com/,
2670,asgabat,37.9667,58.3333,http://rdf.freebase.com/,
2674,kirkuk,35.4664,44.3922,http://rdf.freebase.com/,
2675,Mammoth Lakes (Calif),37.6485,-118.97200000000001,http://data.nytimes.com/,
2678,Munich,48.1333,11.5667,http://dbpedia.org/,
2691,La Paz (Bolivia),-16.5,-68.15,http://data.nytimes.com/,
2702,Bethel (NY),41.9545,-73.6337,http://data.nytimes.com/,
2706,Haines (Alaska),59.2358,-135.445,http://data.nytimes.com/,
2710,"Nelson, British Columbia",,,http://dbpedia.org/,
2715,Tikal,17.2221,-89.6236,http://dbpedia.org/,
2720,Cape Town (South Africa),-33.9167,18.4167,http://data.nytimes.com/,
2721,Cape Town,-33.9167,18.4167,http://sws.geonames.org/,
2735,Pensacola (Fla),30.4213,-87.2169,http://data.nytimes.com/,
2736,Pensacola,30.4213,-87.2169,http://sws.geonames.org/,
2744,"Napa, California",,,http://dbpedia.org/,
2754,cuenca ecuador,-2.8991700000000002,-79.0153,http://rdf.freebase.com/,
2756,Mystic (Conn),41.3543,-71.9665,http://data.nytimes.com/,
2758,New Haven (Conn),41.3082,-72.9282,http://data.nytimes.com/,
2760,Macon (Ga),32.8407,-83.6324,http://data.nytimes.com/,
2761,"Macon, Georgia",,,http://dbpedia.org/,
2762,"Charlotte Amalie, United States Virgin Islands",,,http://dbpedia.org/,
2770,Lugano (Switzerland),46.0101,8.96004,http://data.nytimes.com/,
2771,Lugano,46.0,8.95,http://dbpedia.org/,
2775,Oslo (Norway),59.9132,10.7389,http://data.nytimes.com/,
2780,Amara (Iraq),31.8453,47.1753,http://data.nytimes.com/,
2783,perugia,43.1167,12.3833,http://rdf.freebase.com/,
2784,Ho Chi Minh City (Vietnam),10.75,106.667,http://data.nytimes.com/,
2792,Hoffenheim,49.2722,8.844439999999999,http://dbpedia.org/,
2795,Ojai (Calif),34.448,-119.243,http://data.nytimes.com/,
2796,ojai,34.4481,-119.242,http://rdf.freebase.com/,
2807,"Bedford-Stuyvesant, Brooklyn",,,http://dbpedia.org/,
2811,portsmouth new hampshire,43.0717,-70.7631,http://rdf.freebase.com/,
2820,vina del mar,-33.0333,-71.5417,http://rdf.freebase.com/,
2823,hua hin,12.5686,99.9578,http://rdf.freebase.com/,
2844,Santiago de Compostela (Spain),42.8805,-8.545689999999999,http://data.nytimes.com/,
2857,"Portsmouth, New Hampshire",,,http://dbpedia.org/,
2864,"Revelstoke, British Columbia",,,http://dbpedia.org/,
2869,"Natal, Rio Grande do Norte",,,http://dbpedia.org/,
2876,Giza (Egypt),30.0086,31.2122,http://data.nytimes.com/,
2877,Giza Necropolis,29.9761,31.1328,http://dbpedia.org/,
2878,Dubrovnik,42.6403,18.1083,http://dbpedia.org/,
2880,Bern (Switzerland),46.9481,7.447439999999999,http://data.nytimes.com/,
2884,Cleveland (Ohio),41.4995,-81.6954,http://data.nytimes.com/,
2887,Paris (Texas),33.6609,-95.5555,http://data.nytimes.com/,
2888,paris texas,33.6608,-95.5553,http://rdf.freebase.com/,
2897,Avignon (France),43.95,4.816669999999999,http://data.nytimes.com/,
2899,Goreme (Turkey),38.6486,34.8639,http://data.nytimes.com/,
2900,Goreme,,,http://dbpedia.org/,
2905,London (England),51.5084,-0.125533,http://data.nytimes.com/,
2906,london,51.5171,-0.106196,http://rdf.freebase.com/,
2907,Hanoi (Vietnam),21.0333,105.85,http://data.nytimes.com/,
2910,Hamilton Heights,,,http://dbpedia.org/,
2915,Golfito,8.634319999999999,-83.1619,http://dbpedia.org/,
2916,Chennai (India),13.0878,80.2785,http://data.nytimes.com/,
2920,punta del este,-34.9667,-54.95,http://rdf.freebase.com/,
2921,Wengen,46.6,7.91667,http://dbpedia.org/,
2923,Tokyo,35.6149,139.58100000000002,http://sws.geonames.org/,
2925,Cahors,44.4491,1.4366299999999999,http://sws.geonames.org/,
2926,Delft,52.015,4.356669999999999,http://dbpedia.org/,
2934,St. Moritz,46.5,9.83333,http://sws.geonames.org/,
2935,Armonk (NY),41.1265,-73.714,http://data.nytimes.com/,
2936,armonk,41.1264,-73.7144,http://rdf.freebase.com/,
2939,el chalten,-49.3289,-72.93,http://rdf.freebase.com/,
2942,Los Angeles (Calif),34.0522,-118.244,http://data.nytimes.com/,
2943,los angeles,34.0522,-118.243,http://rdf.freebase.com/,71.0
2952,Diamond District (NYC),40.7566,-73.9786,http://data.nytimes.com/,
2953,Diamond District,40.7575,-73.9806,http://dbpedia.org/,
2966,"Salem, Massachusetts",,,http://dbpedia.org/,
2967,Rotterdam (Netherlands),51.9225,4.47917,http://data.nytimes.com/,
2969,giverny,49.0769,1.53,http://rdf.freebase.com/,
2970,Hunts Point,40.8126,-73.884,http://sws.geonames.org/,
2981,Orlando,28.5383,-81.3792,http://sws.geonames.org/,
2985,Saas-Fee,46.1097,7.92917,http://dbpedia.org/,
2986,Trieste,45.6486,13.78,http://sws.geonames.org/,
2987,Naypyidaw (Myanmar),19.745,96.1297,http://data.nytimes.com/,
2989,Nairobi,-1.2833299999999999,36.8167,http://dbpedia.org/,
3002,ditmas park brooklyn,40.64,-73.961,http://rdf.freebase.com/,
3003,Kufa (Iraq),32.0347,44.4033,http://data.nytimes.com/,
3006,Phnom Penh,11.55,104.917,http://dbpedia.org/,
3007,copenhagen,55.675,12.5687,http://rdf.freebase.com/,
3023,Petropolis (Brazil),-22.505,-43.1786,http://data.nytimes.com/,
3028,Hague (Netherlands),52.0767,4.29861,http://data.nytimes.com/,
3032,Korcula (Croatia),42.9622,17.1369,http://data.nytimes.com/,
3045,segovia,40.95,-4.11667,http://rdf.freebase.com/,
3050,millbrook,41.785,-73.6944,http://rdf.freebase.com/,
3059,Chamonix,45.9167,6.86667,http://sws.geonames.org/,
3060,Cartagena (Colombia),10.3997,-75.5144,http://data.nytimes.com/,
3066,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,
3069,Agra (India),27.1833,78.0167,http://data.nytimes.com/,
3070,Agra,27.18,78.02,http://dbpedia.org/,
3074,Manaus (Brazil),-3.1019400000000004,-60.025,http://data.nytimes.com/,
3075,Manaus,-3.1019400000000004,-60.025,http://sws.geonames.org/,
3076,Puerto Jimenez (Costa Rica),8.53333,-83.3167,http://data.nytimes.com/,
3103,Queens,40.7042,-73.9178,http://dbpedia.org/,
3104,York (England),53.9667,-1.08333,http://data.nytimes.com/,
3112,Granada,37.1781,-3.60083,http://dbpedia.org/,
3113,Verbier (Switzerland),46.1,7.21667,http://data.nytimes.com/,
3114,verbier,46.1,7.21667,http://rdf.freebase.com/,
3117,sderot,31.5167,34.5833,http://rdf.freebase.com/,
3119,bridgehampton,40.9378,-72.3014,http://rdf.freebase.com/,
3123,"Marfa, Texas",,,http://dbpedia.org/,
3136,Bowery (NYC),,,http://data.nytimes.com/,
3150,Marseille (France),43.3,5.4,http://data.nytimes.com/,
3152,Locust Valley (NY),40.8759,-73.5971,http://data.nytimes.com/,
3153,Locust Valley,40.8759,-73.5971,http://sws.geonames.org/,
3155,salzburg,47.8,13.0333,http://rdf.freebase.com/,
3160,addis ababa,9.02722,38.7369,http://rdf.freebase.com/,
3163,Kelowna (British Columbia),49.8831,-119.486,http://data.nytimes.com/,
3165,chartres,48.4436,1.48583,http://rdf.freebase.com/,
3166,Galway (Ireland),53.2719,-9.04889,http://data.nytimes.com/,
3167,Galway,53.2719,-9.04889,http://dbpedia.org/,
3168,Scranton,41.409,-75.6624,http://sws.geonames.org/,
3171,Chennai,13.0839,80.27,http://dbpedia.org/,
3172,Estoril,38.7061,-9.397780000000001,http://dbpedia.org/,
3180,ocracoke,35.1144,-75.9814,http://rdf.freebase.com/,
3182,Baquba (Iraq),33.75,44.6411,http://data.nytimes.com/,
3190,cologne,50.9424,7.02919,http://rdf.freebase.com/,
3195,Shanghai,31.2,121.5,http://dbpedia.org/,
3224,Hue (Vietnam),16.4667,107.6,http://data.nytimes.com/,
3226,New Brunswick,40.4862,-74.4518,http://sws.geonames.org/,
3229,"Jackson, Mississippi",,,http://dbpedia.org/,
3240,North Salem (NY),41.3348,-73.5712,http://data.nytimes.com/,
3241,north salem,41.3347,-73.5717,http://rdf.freebase.com/,
3245,Nashville (Tenn),36.1659,-86.7844,http://data.nytimes.com/,
3246,Nashville,36.1659,-86.7844,http://sws.geonames.org/,
3256,Siwa (Egypt),29.2,25.5167,http://data.nytimes.com/,
3265,"Sandwich, Massachusetts",,,http://dbpedia.org/,
3267,Luxor (Egypt),25.6989,32.6421,http://data.nytimes.com/,
3268,luxor,25.6969,32.6422,http://rdf.freebase.com/,
3282,"Red Bank, New Jersey",,,http://dbpedia.org/,
3285,mumbai,18.9647,72.8258,http://rdf.freebase.com/,
3290,Cabarete,19.75,-70.4,http://sws.geonames.org/,
3292,manteca,37.7975,-121.215,http://rdf.freebase.com/,
3299,Jerusalem (Israel),31.779,35.2253,http://data.nytimes.com/,
3300,Jerusalem,31.7833,35.2167,http://dbpedia.org/,
3301,Kirkuk,35.4681,44.3922,http://sws.geonames.org/,
3304,Freeport (Me),43.857,-70.1031,http://data.nytimes.com/,
3305,Freeport,43.857,-70.1031,http://sws.geonames.org/,
3308,Algiers (Algeria),36.7631,3.05056,http://data.nytimes.com/,
3309,Algiers,36.7525,3.04197,http://sws.geonames.org/,
3311,Revelstoke,50.9832,-118.20200000000001,http://sws.geonames.org/,
3313,Palermo,38.1167,13.3667,http://dbpedia.org/,
3337,Manteca,37.7974,-121.21600000000001,http://sws.geonames.org/,
3346,Louisville (Ky),38.2542,-85.7594,http://data.nytimes.com/,
3358,kathmandu,27.7167,85.3667,http://rdf.freebase.com/,
3368,Dhaka (Bangladesh),23.7231,90.4086,http://data.nytimes.com/,
3369,dhaka,23.7,90.3833,http://rdf.freebase.com/,
3374,Udaipur (India),24.5712,73.6918,http://data.nytimes.com/,
3376,Rawalpindi,33.6,73.0667,http://sws.geonames.org/,
3378,Edinburgh (Scotland),55.95,-3.2,http://data.nytimes.com/,
3379,Edinburgh,55.9494,-3.1602799999999998,http://dbpedia.org/,
3385,Bruges,51.2098,3.225,http://sws.geonames.org/,
3386,dujiangyan,30.9,103.5,http://rdf.freebase.com/,
3389,Sydney,-33.86,151.211,http://dbpedia.org/,
3400,Florianopolis (Brazil),-27.5967,-48.5492,http://data.nytimes.com/,
3401,Florianópolis,-27.5967,-48.5492,http://sws.geonames.org/,
3404,san miguel de allende,20.915,-100.75,http://rdf.freebase.com/,
3407,Mendocino,39.3077,-123.79899999999999,http://sws.geonames.org/,
3408,Nice (France),43.7031,7.2660800000000005,http://data.nytimes.com/,
3415,"Jersey City, New Jersey",,,http://dbpedia.org/,
3417,Garrison,41.38399999999999,-73.9457,http://sws.geonames.org/,
3421,Manila (Philippines),14.6042,120.98200000000001,http://data.nytimes.com/,
3422,Manila,14.5833,121.0,http://dbpedia.org/,
3427,Lagos,6.45306,3.39583,http://dbpedia.org/,
3428,bowery manhattan,40.719894000000004,-73.994128,http://rdf.freebase.com/,
3434,Mombasa,-4.05,39.6667,http://dbpedia.org/,
3436,Pawling,41.562,-73.6026,http://sws.geonames.org/,
3439,pawtucket,41.8786,-71.3831,http://rdf.freebase.com/,
3442,Rome,41.9,12.5,http://dbpedia.org/,
3443,Kansas City (Mo),39.0997,-94.5786,http://data.nytimes.com/,
3444,kansas city,39.0997,-94.5783,http://rdf.freebase.com/,
3445,Samthar (India),26.9833,88.5,http://data.nytimes.com/,
3448,Jaffna (Sri Lanka),9.66667,80.0,http://data.nytimes.com/,
3449,Jaffna,9.66667,80.0,http://sws.geonames.org/,
3456,Dafen,23.9747,113.37799999999999,http://sws.geonames.org/,
3457,Kennebunkport,43.3618,-70.4767,http://sws.geonames.org/,
3467,Buenos Aires,-34.6033,-58.3817,http://dbpedia.org/,
3472,"Maspeth, Queens",,,http://dbpedia.org/,
3477,Taipei,25.0333,121.633,http://dbpedia.org/,
3482,Cannes (France),43.55,7.0166699999999995,http://data.nytimes.com/,
3485,Vezelay,,,http://dbpedia.org/,
3494,Almagro,38.8833,-3.7166699999999997,http://sws.geonames.org/,
3498,Nassau,25.0582,-77.3431,http://sws.geonames.org/,
3501,Puno (Peru),-15.8333,-70.0333,http://data.nytimes.com/,
3505,Cortina d'Ampezzo,46.5333,12.1333,http://dbpedia.org/,
3511,La Rochelle,46.1591,-1.15165,http://dbpedia.org/,
3518,"Monhegan, Maine",,,http://dbpedia.org/,
3525,Belém,-1.45583,-48.5044,http://sws.geonames.org/,
3528,Newark (NJ),40.7357,-74.1724,http://data.nytimes.com/,
3538,Aix-en-Provence (France),43.5283,5.449730000000001,http://data.nytimes.com/,
3540,vilnius,54.6833,25.2833,http://rdf.freebase.com/,
3541,Mendoza (Argentina),-32.8833,-68.8167,http://data.nytimes.com/,
3542,"Mendoza, Argentina",,,http://dbpedia.org/,
3545,Budapest,47.498000000000005,19.0399,http://sws.geonames.org/,
3548,eilat,29.55,34.95,http://rdf.freebase.com/,
3556,Montreal (Quebec),45.5088,-73.5878,http://data.nytimes.com/,
3557,montreal,45.5081,-73.555,http://rdf.freebase.com/,
3562,Skaneateles,42.946999999999996,-76.4291,http://sws.geonames.org/,
3565,shanghai,31.2,121.5,http://rdf.freebase.com/,
3583,"Short Hills, New Jersey",,,http://dbpedia.org/,
3585,ossining new york,41.165278,-73.856667,http://rdf.freebase.com/,49.0728
3587,Kanazawa (Japan),36.5667,136.65,http://data.nytimes.com/,
3588,kanazawa,36.5619,136.64700000000002,http://rdf.freebase.com/,
3590,lucca,43.8442,10.5014,http://rdf.freebase.com/,
3598,mount pleasant new york,41.1,-73.8,http://rdf.freebase.com/,
3611,Vevey (Switzerland),46.4612,6.84328,http://data.nytimes.com/,
3612,vevey,46.4592,6.841939999999999,http://rdf.freebase.com/,
3638,hakone,35.1833,139.033,http://rdf.freebase.com/,
3640,Hell's Kitchen,40.7573,-73.9954,http://sws.geonames.org/,
3643,Placencia (Belize),16.5167,-88.3667,http://data.nytimes.com/,
3644,Placentia Village,16.5167,-88.3667,http://sws.geonames.org/,
3649,Roosevelt,40.6787,-73.589,http://sws.geonames.org/,
3650,Naples,40.8333,14.25,http://sws.geonames.org/,
3651,Northport (NY),40.9009,-73.3432,http://data.nytimes.com/,
3662,Agra,27.1833,78.0167,http://sws.geonames.org/,
3665,Montclair (NJ),40.8259,-74.209,http://data.nytimes.com/,
3666,Montclair,40.8259,-74.209,http://sws.geonames.org/,
3671,San Diego,32.715,-117.162,http://dbpedia.org/,
3672,Najaf (Iraq),31.9961,44.3147,http://data.nytimes.com/,
3673,Najaf,32.0,44.33,http://dbpedia.org/,
3680,Kaesong,37.9667,126.55,http://dbpedia.org/,
3692,Ramadi,33.4167,43.3,http://dbpedia.org/,
3696,"Bath, Somerset",,,http://dbpedia.org/,
3710,stellenbosch western cape,-33.92,18.86,http://rdf.freebase.com/,
3714,"Portland, Oregon",,,http://dbpedia.org/,
3717,cirencester,51.7124,-1.9634599999999998,http://rdf.freebase.com/,
3720,puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,
3725,Los Angeles,34.0522,-118.244,http://sws.geonames.org/,
3726,long beach new york,40.5883,-73.6583,http://rdf.freebase.com/,
3733,Ridgefield (Conn),41.2815,-73.4982,http://data.nytimes.com/,
3738,Rye Brook (NY),41.0193,-73.6835,http://data.nytimes.com/,
3739,"Rye Brook, New York",,,http://dbpedia.org/,
3741,Montreal,45.5088,-73.5878,http://sws.geonames.org/,
3742,Jaipur (India),26.9167,75.8167,http://data.nytimes.com/,
3744,Catano (Puerto Rico),18.4413,-66.1182,http://data.nytimes.com/,
3745,catano puerto rico,18.4414,-66.1183,http://rdf.freebase.com/,
3749,san luis obispo,35.2828,-120.65899999999999,http://rdf.freebase.com/,
3752,Calgary (Alberta),51.0501,-114.085,http://data.nytimes.com/,
3753,Calgary,51.045,-114.057,http://dbpedia.org/,
3758,Larchmont (NY),40.9279,-73.7518,http://data.nytimes.com/,
3760,ciudad juarez,31.7333,-106.475,http://rdf.freebase.com/,
3764,Hanau (Germany),50.1333,8.91667,http://data.nytimes.com/,
3765,Hanau,50.1333,8.91667,http://sws.geonames.org/,
3775,Dresden,51.0333,13.7333,http://dbpedia.org/,
3780,Taormina (Italy),37.8536,15.2885,http://data.nytimes.com/,
3787,Guangzhou (China),23.1167,113.25,http://data.nytimes.com/,
3788,guangzhou,23.133333,113.266667,http://rdf.freebase.com/,21.0
3802,Pecs (Hungary),46.0833,18.2333,http://data.nytimes.com/,
3804,Kew Gardens (NYC),40.7143,-73.831,http://data.nytimes.com/,
3806,Montreal,45.5089,-73.5542,http://dbpedia.org/,
3820,Jacksonville,30.3322,-81.6556,http://sws.geonames.org/,
3824,Beslan,43.2,44.5667,http://dbpedia.org/,
3831,Cleveland,41.4995,-81.6954,http://sws.geonames.org/,
3833,Cambridge,52.2,0.116667,http://sws.geonames.org/,
3851,Bruges,51.2167,3.23333,http://dbpedia.org/,
3864,Recife (Brazil),-8.053889999999999,-34.8811,http://data.nytimes.com/,
3866,pattaya,12.9363,100.887,http://rdf.freebase.com/,
3868,Verona,45.4333,10.9833,http://dbpedia.org/,
3878,Brussels,50.8466,4.35277,http://sws.geonames.org/,
3880,Karbala (Iraq),32.5978,44.0161,http://data.nytimes.com/,
3884,Granada,37.1882,-3.60667,http://sws.geonames.org/,
3887,Kandahar,31.6169,65.7169,http://dbpedia.org/,
3898,Venice (Italy),45.4386,12.3267,http://data.nytimes.com/,
3899,Venice,45.4386,12.3267,http://sws.geonames.org/,
3903,midwood brooklyn,40.623334,-73.961678,http://rdf.freebase.com/,
3905,"Raleigh, North Carolina",,,http://dbpedia.org/,
3915,Lower East Side,40.7161,-73.9868,http://sws.geonames.org/,
3919,silverton colorado,37.8119,-107.664,http://rdf.freebase.com/,
3925,Plovdiv,42.15,24.75,http://sws.geonames.org/,
3929,Leipzig (Germany),51.3396,12.3713,http://data.nytimes.com/,
3937,clinton hill brooklyn,40.6897,-73.9653,http://rdf.freebase.com/,
3950,Luang Prabang (Laos),19.8856,102.135,http://data.nytimes.com/,
3951,luang prabang,19.8833,102.133,http://rdf.freebase.com/,
3964,"New Castle, New York",,,http://dbpedia.org/,
3974,Key Largo (Fla),25.0865,-80.4473,http://data.nytimes.com/,
3979,new paltz new york,41.748999999999995,-74.0873,http://rdf.freebase.com/,73.152
3984,Limoges (France),45.85,1.25,http://data.nytimes.com/,
3985,Limoges,45.8353,1.2625,http://dbpedia.org/,
3995,moab utah,38.5725,-109.549722,http://rdf.freebase.com/,
3996,Pisa (Italy),43.7175,10.3965,http://data.nytimes.com/,
3997,Pisa,43.7155,10.3966,http://sws.geonames.org/,
3998,Huntington Beach,33.6603,-117.999,http://sws.geonames.org/,
4007,Interlaken,46.6833,7.85,http://dbpedia.org/,
4013,Akihabara (Tokyo),35.7,139.767,http://data.nytimes.com/,
4018,Antalya (Turkey),36.9125,30.6897,http://data.nytimes.com/,
4022,parma,44.8,10.3333,http://rdf.freebase.com/,
4033,Samarra (Iraq),34.1958,43.8758,http://data.nytimes.com/,
4034,Samarra,34.1958,43.8758,http://sws.geonames.org/,
4040,Potsdam,52.4,13.0667,http://dbpedia.org/,
4042,Hobart,-42.9167,147.333,http://sws.geonames.org/,
4047,Amsterdam,52.3731,4.89222,http://dbpedia.org/,
4049,Qingdao,36.0667,120.383,http://dbpedia.org/,
4056,Baden-Baden,48.75,8.25,http://sws.geonames.org/,
4058,"Kanazawa, Ishikawa",,,http://dbpedia.org/,
4063,dunedin,-45.89,170.5,http://rdf.freebase.com/,
4066,"Millerton, New York",,,http://dbpedia.org/,
4068,Lecce,40.35,18.1667,http://dbpedia.org/,
4069,Autun,46.9517,4.29944,http://dbpedia.org/,
4070,Paris (France),48.8534,2.3488,http://data.nytimes.com/,
4071,Paris,48.8534,2.3488,http://sws.geonames.org/,
4073,Oakland (Calif),37.8044,-122.271,http://data.nytimes.com/,
4083,Bologna (Italy),44.4938,11.3387,http://data.nytimes.com/,
4089,Segovia,40.95,-4.16667,http://dbpedia.org/,
4090,Reno (Nev),39.5296,-119.814,http://data.nytimes.com/,
4091,"Reno, Nevada",,,http://dbpedia.org/,
4100,Houston,29.7633,-95.3633,http://sws.geonames.org/,
4106,Alajuela,10.0167,-84.2167,http://sws.geonames.org/,
4107,Santo Domingo (Dominican Republic),18.4667,-69.9,http://data.nytimes.com/,
4110,Bradford (England),53.7939,-1.75206,http://data.nytimes.com/,
